,translation
1343,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahi', 'target': 'Nope '}"
1344,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyu nahi?', 'target': 'why not?'}"
1345,"{'prefix': 'translate Hinglish to English: ', 'input': 'Par mene uska trailer thode time pehle dekha hai', 'target': 'but I almost saw the trailer sometimes back'}"
1346,"{'prefix': 'translate Hinglish to English: ', 'input': 'Shayad because me use fancy nahi krta', 'target': ""Maybe because i don't fancy them""}"
1347,"{'prefix': 'translate Hinglish to English: ', 'input': 'To movie ke sath kya hua?', 'target': ""so what's up with the movie?""}"
1348,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumne suna nahi he wo ek great movie he?', 'target': ""Haven't you heard that it is a great movie?""}"
1349,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ha,me use bhi barbar sunta hu', 'target': 'Yeah, I hear that too often'}"
1350,"{'prefix': 'translate Hinglish to English: ', 'input': 'Me sochta hu wo Sci-Fi genre hai sahi?', 'target': 'I guess it is a Sci-Fi genre right?'}"
1351,"{'prefix': 'translate Hinglish to English: ', 'input': 'Jaruri nahi', 'target': 'not really'}"
1352,"{'prefix': 'translate Hinglish to English: ', 'input': 'To konse genre se wo belong karta hai?', 'target': 'so what genre does it belong?'}"
1353,"{'prefix': 'translate Hinglish to English: ', 'input': 'Usme fantasy bahut hai,tume use dekhne jana joga,wo action packed he.', 'target': ""It's more of a fantasy, you should go see it it, it is action packed.""}"
1354,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kaunse genre ki hai?', 'target': 'WHAT IS THE GENRE?'}"
1355,"{'prefix': 'translate Hinglish to English: ', 'input': 'fantasy', 'target': 'fantasy'}"
1356,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe director ka naam yaad dilana, please', 'target': ""remind me the director's name please, ""}"
1357,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya koi particular reason hai k tumhe wo ab tak nahi dekhi?', 'target': 'Is there a particular reason you have not seen it yet?'}"
1358,"{'prefix': 'translate Hinglish to English: ', 'input': 'No , koi nahi', 'target': 'No not any'}"
1359,"{'prefix': 'translate Hinglish to English: ', 'input': 'Cast ka naam bata sakte ho tum?', 'target': 'can you give me a run down of the cast?'}"
1360,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyu? Trailer dekh k interest kyu ni hua?', 'target': ""why? Why didn't the tr ailer interest you?""}"
1361,"{'prefix': 'translate Hinglish to English: ', 'input': 'chalo start karte hai', 'target': ""Let's get started.""}"
1362,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tumne John Wick movie dekhi hai?', 'target': 'Have you ever seen the movie John Wick?'}"
1363,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yes, usme wo actor tha na jo Matrix mai bhi tha.', 'target': 'Yes, with that actor who was in the Matrix flicks.'}"
1364,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan, woh hi hai.', 'target': ""Yes, that's the one.""}"
1365,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tune kya socha?', 'target': 'What did you think?'}"
1366,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe laga woh uski best film thi.', 'target': 'I thought it was his best film.'}"
1367,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh kuch paragraph nahi dikh raha hein us movie mein. kya koi aur dekh rahe hein kya?', 'target': ""I don't see a paragraph about a movie. Is anyone else in here?""}"
1368,"{'prefix': 'translate Hinglish to English: ', 'input': 'hi.. kya koi imitation game ka movie dekhe hein kya?', 'target': 'Hi! Have you seen the movie The Imitation Game?'}"
1369,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein nahi. usme kya hein?', 'target': ""I haven't. What's that about?""}"
1370,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh toh American historical drama ka real life cryptoanalyst alan turing hein jo 2014 mein release huva tha', 'target': ""It's a 2014 American historical drama about real life cryptoanalyst Alan Turing.""}"
1371,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap ko biopics pasand hein kya? agar aapko is  movie dekhenge toh aapko interest hoga', 'target': 'Do you like biopics? If you do this movie might interest you.'}"
1372,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha toh alan turing kya kar raha hein?', 'target': 'It sounds interesting. What does Alan Turing do?'}"
1373,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh German Intelligence ke liye decrypted karthe hein aur voh british government ke liye kaam karthe hein wwll', 'target': 'He decrypted German Intelligence codes for the British government during WWII. '}"
1374,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh rotten tomatoes ke rating toh 91% hein aur uska average 7.7/10 aur metacritic score toh 73/100 hein. acha toh kya rating mein aap movie dekhne ko pasand karenge? ya aap movie ko watch karne keliye rating ko nahi consider karenge?', 'target': 'It has 91% rating on Rotten Tomatoes and average 7.7/10 and a Metacritic Score of 73/100. What ratings does a movie have to have for you to watch it? Or do you not consider ratings when deciding to watcha movie?'}"
1375,"{'prefix': 'translate Hinglish to English: ', 'input': 'Hi, kya tumhe lagta hai is movie ne apna 92% rotten tomatoes rating earn kiya hai?', 'target': 'Hi, Do you think  this movie earned its 92& rotten tomatoes rating?'}"
1376,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan, mujhe yahi lagta hai, bahut badhiya movie thi. Tum us role me Robert Downey Jr. ke bare me kya sochte ho?', 'target': 'Yes, I think it did, it was a great movie.  What do you think of Robert Downey Jr in that role?'}"
1377,"{'prefix': 'translate Hinglish to English: ', 'input': 'kaise ho', 'target': 'hello '}"
1378,"{'prefix': 'translate Hinglish to English: ', 'input': 'jaws movie ke bare me kya lagtha hai', 'target': 'so what did you think about jaws'}"
1379,"{'prefix': 'translate Hinglish to English: ', 'input': 'woh bahut acha classic movie hai', 'target': 'I think the movie is a classic'}"
1380,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe usme darne vally scenes acha laga', 'target': 'yes I enjoyed the horor elements'}"
1381,"{'prefix': 'translate Hinglish to English: ', 'input': 'jab my bacha tha tho mujhe ye bhooth film jaise laga', 'target': 'yea I was really spooked when I first saw the film as a kid'}"
1382,"{'prefix': 'translate Hinglish to English: ', 'input': 'shark se sab darthe the ye mujhe acha laga', 'target': 'i really love how the shark is a big threat to them'}"
1383,"{'prefix': 'translate Hinglish to English: ', 'input': 'unke pass  plane or sab kuch tha aur shark ek godzilla lagtha tha,hahha', 'target': 'yea and they had planes and everything and the shark was like godzilla haha'}"
1384,"{'prefix': 'translate Hinglish to English: ', 'input': 'ab aur kya hai', 'target': ""so what's next""}"
1385,"{'prefix': 'translate Hinglish to English: ', 'input': 'aisa lagata hai ki jabade ko doosaree philm nahin mil sakatee hai', 'target': 'it seems like jaws may not get another movie'}"
1386,"{'prefix': 'translate Hinglish to English: ', 'input': 'vaastav mein? mujhe laga ki ve har tarah ke reemek bana rahe hain', 'target': 'really? I thought they were making all sorts of remakes '}"
1387,"{'prefix': 'translate Hinglish to English: ', 'input': 'main yahaan us baare mein nahin tha aur samudr tat par bhee drshy bahut daraavana tha', 'target': 'I did not here about that and also  scene on the beach was very scarey'}"
1388,"{'prefix': 'translate Hinglish to English: ', 'input': 'mere lie jab naav par log phanse the mujhe vahee sabase daraavana laga', 'target': 'for me when the guys were trapped on the boat was what I found most scary '}"
1389,"{'prefix': 'translate Hinglish to English: ', 'input': 'bahut see jagahen jinhen main vaastavik jeevan mein hone se bahut darata hoon', 'target': 'lots of places that I would be very scared to be at in real life'}"
1390,"{'prefix': 'translate Hinglish to English: ', 'input': 'shaayad agar vahaan shaark the', 'target': 'maybe if there were sharks '}"
1391,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan majaakiya', 'target': 'yeah lol'}"
1392,"{'prefix': 'translate Hinglish to English: ', 'input': 'main khud paanee se door rahane kee koshish karata hoon shaark se bachane ke lie main jokhim ke laayak sarphing nahin karata', 'target': 'I try to stay away from the water myself to avoid sharks I dont find surfing to be worth the risk'}"
1393,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, main bilkul nahin tair sakata to yah mere lie tasveer se baahar hai', 'target': ""yeah I can't swim at all so it is out of the picture for me""}"
1394,"{'prefix': 'translate Hinglish to English: ', 'input': 'isalie paanee hamesha mera ek dar hai', 'target': 'so water is always a fear of mine'}"
1395,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan', 'target': 'yea '}"
1396,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe laharon ko dekhana achchha lagata hai', 'target': 'I do like watching the waves'}"
1397,"{'prefix': 'translate Hinglish to English: ', 'input': 'aashchary hai ki shaark ko pakadane ke lie unhen ek peshevar kee aavashyakata kaise huee', 'target': 'surprised how they needed a professional to catch the shark'}"
1398,"{'prefix': 'translate Hinglish to English: ', 'input': 've sabhee kee jaroorat beeyar aur bandookon ke saath logon ka ek samooh tha', 'target': 'all they needed was a bunch of guys with beer and guns lol'}"
1399,"{'prefix': 'translate Hinglish to English: ', 'input': 'ajeeb lag raha hai', 'target': 'seems funny lol'}"
1400,"{'prefix': 'translate Hinglish to English: ', 'input': 'aashchary hai ki agala prshth kahaan dikhaee dega', 'target': 'wonder where the next page gonna appear'}"
1401,"{'prefix': 'translate Hinglish to English: ', 'input': 'shaayad 5mins', 'target': 'maybe 5mins'}"
1402,"{'prefix': 'translate Hinglish to English: ', 'input': 'ant mein kvint kee bhee maut ho gaee', 'target': 'quint died right at the end too'}"
1403,"{'prefix': 'translate Hinglish to English: ', 'input': 'ki shaark par ek strychhninai ka upayog karane ke lie unamen se goonga tha', 'target': 'that was dumb of them to try and use a strychnine on the shark'}"
1404,"{'prefix': 'translate Hinglish to English: ', 'input': 'yaddhyapi yah good movie thi.', 'target': 'it was a good movie though'}"
1405,"{'prefix': 'translate Hinglish to English: ', 'input': 'namaskaar! kya aapako komedee, edavenchar aur eneemeshan philmen pasand hain?', 'target': 'Hello! do you like comedy, adventure, and animation movies?'}"
1406,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan main un sabhee shailiyon ko pasand karata hoon. is philm kee reting ke baare mein aap kya sochate hain?', 'target': 'Yes I like all of those genres. What do you think about the rating of this movie?'}"
1407,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagata hai ki retings achchhee hain. sade hue tamaatar ne ise 89% diya aur sinemaajor ne ise a + diya', 'target': 'i think the ratings are good. Rotten tomatoes gave it an 89% and cinemascore gave it an A+'}"
1408,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan same here. Woh kaafi popular tha, saare kids wanted frozen themed cheezen. Uska story line was different from baaki princes movies', 'target': 'Yes same here. It was very popular kids all wanted frozen themed everything. the story line was different from other Princess movies'}"
1409,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, maine soocha it was a great disney movie with cute characters', 'target': 'yes, i thought it was a great disney movie with very cute characters'}"
1410,"{'prefix': 'translate Hinglish to English: ', 'input': 'Cast ke bare main kya socthe ho? Kristen bell meri favorite hai', 'target': 'What do you think about the cast? Kristen bell is one of my faves.'}"
1411,"{'prefix': 'translate Hinglish to English: ', 'input': 'I think cast accha tha with idina menzel, jiski awaaz acchi hai', 'target': 'i think the cast is great with idina menzel who has a beautiful voice'}"
1412,"{'prefix': 'translate Hinglish to English: ', 'input': 'She was great, bhaut alag awaaz hai uski. I think olof funniest tha', 'target': 'She was great, very distinctive voice. I think olof was the funniest.'}"
1413,"{'prefix': 'translate Hinglish to English: ', 'input': 'main kaafi impressed hoon animation se and poori movie kafi pretty thi.', 'target': 'i was very impressed with the animation and how pretty the whole movie was'}"
1414,"{'prefix': 'translate Hinglish to English: ', 'input': 'Art kafi acchi thi, especially barf ke castle ka scene.', 'target': 'The art was very nice, especially the ice castle scene.'}"
1415,"{'prefix': 'translate Hinglish to English: ', 'input': 'it was in 3d. tum aamtour main 2d ya 3d movies dekhte ho?', 'target': 'it was in 3d. do you watch movies in 3d or 2d usually?'}"
1416,"{'prefix': 'translate Hinglish to English: ', 'input': ""Jab i can watch the movies in 3d, i try to watch. It's a different experience par can easily ruin a movie. tum kya sochte ho?"", 'target': ""When i can catch the movies in 3d i try to watch them. It's a different experience but can easily ruin a movie. What do you think""}"
1417,"{'prefix': 'translate Hinglish to English: ', 'input': 'i agree. movie aur seats pe depend karta hai.', 'target': 'i agree. it depends on the movie and the seats too'}"
1418,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh sad laga jab uska parents sea mein mar gaye the.', 'target': 'i thought it was sad when the parents died at sea'}"
1419,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje voh rock family bahut pasand hein, voh cute hein', 'target': 'I like the rock family they were cute.'}"
1420,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap soch rahe ki yeh B roadway mein end hoga?', 'target': 'Do you think it will end up on B roadway?'}"
1421,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan muje lag raha hein ki yeh jarur hoga. aur us songs toh bahut catchy hein', 'target': 'i think it will. the songs were so catchy'}"
1422,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje voh hero ko pasand hein , voh toh Elsas ka choti bahen hein typical prince ke jaise bilkul nahi hein', 'target': 'I like that the hero in the movie is Elsas younger sister and not the typical prince.'}"
1423,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje bhi. muje bhi pasand hein , kyon ki voh toh family aur sisters ke baare mein hein.', 'target': 'me too. I like that it was about family and sisters too. '}"
1424,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar, muje bhi do behen hein, mein usse relate kar sakthe hoon.', 'target': 'Same here and being that I have two i could relate to how they felt about each other. '}"
1425,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein maantha hoon. muje bhi Hans pasand nahi hein', 'target': 'i argree. i did not like Hans'}"
1426,"{'prefix': 'translate Hinglish to English: ', 'input': 'is me aapka favorite character kon hein?', 'target': 'who was your favorite character?'}"
1427,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh toh horrible hein, aur muje usko pasand nahi hein  kyon ki voh Ana ko villain banane mein vyast ho raha tha. lekin mein Kristoff ko bhi appreciate karunga voh kitna helpful tha.', 'target': 'He was horribe, i did not like how he tried to make Ana the villain. But i did appreciate Kristoff and how helpful he was. '}"
1428,"{'prefix': 'translate Hinglish to English: ', 'input': 'mera favorite character hein Olof. Aapka?', 'target': 'My favorite character was olof. How about you?'}"
1429,"{'prefix': 'translate Hinglish to English: ', 'input': 'Muje Anna ko pasand hein, voh precious hein', 'target': 'i liked anna. she was precious'}"
1430,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapko ending pasand hein?', 'target': 'did you like the ending'}"
1431,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapko kaisa laga jab Hans Elsa ko us room mein lock kiya tha', 'target': 'What were your thoughts about the scene when Hans locked up elsa  in that room.'}"
1432,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh dar laga. kyon ki voh shuru mein toh Hans ko pasand kar rahi thi', 'target': 'it was scary. i was surprised since she liked hans so much at the start'}"
1433,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar muje ending pasand hein, muje us town bhi pasand hein jo Elsa ko bura dekhayi gayi jo Hans ka Haal tha, aur kristoff aur ana donno end hogaye', 'target': 'Yes i loved the ending, i liked that the town saw that Elsa was not as bad as Hans made her to be, and that Kristoff and ana ended up together'}"
1434,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje bhi', 'target': 'me too. '}"
1435,"{'prefix': 'translate Hinglish to English: ', 'input': 'Uska character toh deception hein voh great hein', 'target': 'He was a character the deception was great'}"
1436,"{'prefix': 'translate Hinglish to English: ', 'input': 'yes', 'target': 'Yes.'}"
1437,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mere boys ko ye pasand hai', 'target': 'My boys love it!'}"
1438,"{'prefix': 'translate Hinglish to English: ', 'input': 'maine ise bahut baar dekha hai', 'target': ""I've watched it a lot of times.""}"
1439,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye bahut hi cute movie hai', 'target': 'It is such a cute movie'}"
1440,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumhara favourite character kaun hai Despicable Me mein?', 'target': 'Who is your favorite character in Despicable Me?'}"
1441,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe Kevin pasand hai', 'target': 'I like Kevin'}"
1442,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumhe kaun pasand hai', 'target': 'Who did you like'}"
1443,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe bhi wo pasand hai. Mera favorite hai Lucy Wilde', 'target': 'I like him too. My favorite is Lucy Wilde'}"
1444,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe Gru bhi pasand hai. Woh ek tough guy banne ki bahut koshish krta hai', 'target': 'I like Gru too. He tries to be such a tough guy'}"
1445,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han, wo ek supervillain hai aur minions se pasand kiya jata hai.', 'target': 'Yeah, he is a supervillain and admired by minions.'}"
1446,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe achha lagta hai ki kaise sabhi minions ki personality alag hai', 'target': 'I like how the minions  all have a little different personality '}"
1447,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kevin ko chhod kar dusre konse minions tumhe pasand hai?', 'target': 'Who is the other minions you know aside from kevin?'}"
1448,"{'prefix': 'translate Hinglish to English: ', 'input': 'Bob', 'target': 'bob'}"
1449,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aur konsa main character hai? Kya tumhe yaad hai.', 'target': 'what was the other main character? Do you remember. '}"
1450,"{'prefix': 'translate Hinglish to English: ', 'input': 'Oh, mujhe bhi bob pasand hai. Mujhe dusre minions ki personality bhi pasand hai.', 'target': 'Oh, I like bob too. I also like the personality of other minions.'}"
1451,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe Victor aur Dr. Nefario yaad hai.', 'target': 'I also remember Victor and Dr. Nefario.'}"
1452,"{'prefix': 'translate Hinglish to English: ', 'input': 'Un ladkio ne Gru ko apne ungli pe nacha diya hai', 'target': 'Those girls really have Gru wrapped around their finger.'}"
1453,"{'prefix': 'translate Hinglish to English: ', 'input': 'lol, victor to funny tha', 'target': 'Lol, victor was the funny.'}"
1454,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan, Victor kaafi funny that. Ye movie last time kab dekhi thi?', 'target': 'Yeah, Victor was really funny too. When was the last time you watched this movie?'}"
1455,"{'prefix': 'translate Hinglish to English: ', 'input': 'Probably 6 mahine pahle', 'target': 'probably like 6 months ago'}"
1456,"{'prefix': 'translate Hinglish to English: ', 'input': 'Chhote loge ka jeetna mujhe pasand hai', 'target': 'I liked that the little guys win. '}"
1457,"{'prefix': 'translate Hinglish to English: ', 'input': 'Isse yahi pata chalta hai k size matter nahi karta hai.', 'target': ""Just goes to show that size doesn't matter""}"
1458,"{'prefix': 'translate Hinglish to English: ', 'input': 'Oh, kaafi lamba time hogaya. Maine last week hi dekhi. Wo 2010 ki movie hai but mujhe wapas dekhne me kaafi maja aaya', 'target': 'Oh, that was a long time ago. I watched it just last week. It was a 2010 movie but I love to watched it all over again.'}"
1459,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wow! haan mere liye bhi kaafi time hogaya hai.', 'target': ""Wow! Yeah, it's been awhile for me!""}"
1460,"{'prefix': 'translate Hinglish to English: ', 'input': 'konsa part aapka favorite hein is movie mein?', 'target': 'what is your favorite part of the movie?'}"
1461,"{'prefix': 'translate Hinglish to English: ', 'input': 'jab gru us girls ko getsback kiya. voh vaakahi mein new meaning le aaye unke life mein/.', 'target': 'When Gru gets his girls back. They really bring a while new meaning to his life. '}"
1462,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh lost hote unke bina', 'target': 'He would be so lost without the'}"
1463,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh?', 'target': '*them'}"
1464,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje us part ko pasand hein', 'target': 'I love that part too.'}"
1465,"{'prefix': 'translate Hinglish to English: ', 'input': 'mera favorite part tho jab minions ko us super villain dekha', 'target': 'My favorite part was when the minions is looking for a super villain.'}"
1466,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, muje bhi us part pasand hein', 'target': 'Yeah, that was a great part too'}"
1467,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap ko nahi lagtha ki voh dusre hein', 'target': ""do you think they'll make another one""}"
1468,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan ofcourse, box office ka hit hein yar', 'target': 'Yeah, of course. Despicable me is a box office hit.'}"
1469,"{'prefix': 'translate Hinglish to English: ', 'input': 'sure, usse sequel mil jaayega', 'target': 'Sure, they will have a sequel.'}"
1470,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aapka din accha ho', 'target': 'Have a nice day!'}"
1471,"{'prefix': 'translate Hinglish to English: ', 'input': 'hey, aapka bhi', 'target': 'hey, you too!'}"
1472,"{'prefix': 'translate Hinglish to English: ', 'input': 'tum kab taiyaar hoge', 'target': 'ready when you are'}"
1473,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aapane gal gadot ke saath naee vandar vuman philm dekhee hai. yah ek bahut adhik sada hua tamaatar skor, 96% hai?', 'target': ""Have you seen the new Wonder Woman movie with Gal Gadot. It's got a pretty high Rotten Tomatoes score, 96%?""}"
1474,"{'prefix': 'translate Hinglish to English: ', 'input': 'vaah yah ek achchha skor hai. mukhy kiradaar kaun nibhaata hai?', 'target': 'Wow that is a good score. Who plays the main character?'}"
1475,"{'prefix': 'translate Hinglish to English: ', 'input': 'mainne ise vaise nahin dekha hai.', 'target': ""I haven't seen it by the way.""}"
1476,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya gal gadot mukhy kiradaar hai?', 'target': 'Is Gal Gadot the main character?'}"
1477,"{'prefix': 'translate Hinglish to English: ', 'input': 'ladakee gadot. mainne pahale use kuchh bhee nahin dekha hai, lekin jaahir hai ki vah ""ek prerit vikalp"" hai', 'target': 'Gal Gadot. I haven\'t seen her in anything before, but apparently she\'s ""an inspired choice"".'}"
1478,"{'prefix': 'translate Hinglish to English: ', 'input': 'daayana ka kiradaar nibhaane ke lie', 'target': 'To play Diana.'}"
1479,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya philm ekshan se bharapoor hai?', 'target': 'Is the movie action packed?'}"
1480,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap sahaayak paatron mein se koee naam jaanate hain?', 'target': ""Do you know any of the supporting characters' names?""}"
1481,"{'prefix': 'translate Hinglish to English: ', 'input': 'nissandeh. yah pratham vishv yuddh ke dauraan set kiya gaya hai aur yuddh ke samay kee hinsa ka chitran na karane ke roop mein varnan kiya gaya hai', 'target': ""Quite so. It's set during World War I and is describes as not demurring from depicting from war time violence""}"
1482,"{'prefix': 'translate Hinglish to English: ', 'input': 'uski rating kya hai bacho ke hisaab se?', 'target': 'Whats its rating as far as kids go?'}"
1483,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya wo PG-13 hai?', 'target': 'Is it PG-13?'}"
1484,"{'prefix': 'translate Hinglish to English: ', 'input': ""mujhe pata nhi hai. Tumhe ye online jaroor check karna chahiye. Ye kissi tomboy ke liye to bahut acchi movie hai. kya tumhe pata hai ki ye movie kissi women ne direct ki hai? Patty Jenkin's pehli aisi women hai jisne live action theatrical movie direct ki hai."", 'target': ""I'm not sure. You should check that out online for sure. It seems like a pretty good movie for a tomboy. Did you know the movie is directed by a woman? Patty Jenkin's the first woman to direct a live action theatrical movie.""}"
1485,"{'prefix': 'translate Hinglish to English: ', 'input': 'box office me usne kaise kiya?', 'target': 'How did it do at the box office?'}"
1486,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe paka ni pata. but high scores ko dekhake, im sure accha kiya hoga.', 'target': ""I'm not sure. But based on the high scores, I'm sure it did well.""}"
1487,"{'prefix': 'translate Hinglish to English: ', 'input': 'or mera fav gyu, chris pine co-stars hai. wo pilot ka role play karta hai, how dreamy.', 'target': 'And my fave guy, Chris Pine co-stars. He plays a pilot, how dreamy.'}"
1488,"{'prefix': 'translate Hinglish to English: ', 'input': 'wo hai dreamy. or koi big stars?', 'target': 'he is dreamy. any other big stars?'}"
1489,"{'prefix': 'translate Hinglish to English: ', 'input': 'Robin wright antiope ka role play karta hai, her sister.', 'target': 'Robin Wright plays Antiope, her sister. '}"
1490,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya usne abhi recent me koi award jeete hai?', 'target': 'has she won any awards recently?'}"
1491,"{'prefix': 'translate Hinglish to English: ', 'input': 'mai award shows pe jyada dhyan nhi deti, so wo mujhe pata nhi hoga.mujhe robin wright pasand hai baaki, i hope ussey or bhi marvel movies me include kare. Mujhe lagta hai wo actually bahut acchi wonder women hoti.', 'target': ""I don't really pay attention to award shows, so that's not something I would know. I love Robin Wright though, I hope they include her in other Marvel Movies. I think she would have actually been a good Wonder Woman. ""}"
1492,"{'prefix': 'translate Hinglish to English: ', 'input': 'koyi marvel characters hi kya movie me?', 'target': 'are there other marvel characters in the movie?'}"
1493,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahi, lekin mene confuse ho jaungi Chris Pine ke liye Marvel Character ko.', 'target': 'Nope, but I do get Chris Pine confused for another Marvel Character though.'}"
1494,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje nahi lagtha ki is movie ko higher rating milega.. lekin funny hei yar', 'target': 'I can not believe the movie did not get higher rating it was funny'}"
1495,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein bhi maantha hoon... punch lines  tho great hein.', 'target': 'I completely agree. The punch lines were great.'}"
1496,"{'prefix': 'translate Hinglish to English: ', 'input': 'Russell Brand ek acchhi choice tha Dr. Nefario play karne ke liye.', 'target': 'Russell Brand was a great choice to play Dr. Nefario.'}"
1497,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main pura agree karta hu', 'target': 'I totally agree'}"
1498,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tumne movie ko 3d me dekha hai, wo bahut acchhi hai', 'target': 'did you see the movie in 3d it was really good'}"
1499,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye movie definitely har age ke liye hai.', 'target': ""It's definitely a movie for all ages. ""}"
1500,"{'prefix': 'translate Hinglish to English: ', 'input': 'Maine ye 3d me theater me dekha hai aur ghar par bahut baar dekh chuka hu.', 'target': ""I saw it in 3d in the theater and have seen it many times in it's regular format at home.""}"
1501,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye mere baccho kaa favorite hai.', 'target': 'It is a favorite among my children.'}"
1502,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye is tarah kaa hard hai ki aap iske baare me baat kar sakte hai', 'target': 'this is kind of hard there is only so much you can talk about'}"
1503,"{'prefix': 'translate Hinglish to English: ', 'input': 'Paragraphs me diye hua jaankaari bahut kam hai baat karne ke liye, isse kahi jyaada aasaan hai is movie ke baare me apne experience pe bolna.', 'target': ""The paragraphs give you limited information to talk about, it's much easier to speak of personal experiences with this movie.""}"
1504,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main khush hu ki is movie ko kam se kam A score mila CinemaScore me.', 'target': 'I am glad the movie at least recieved an A score for CinemaScore. '}"
1505,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, mein maantha hoon,', 'target': 'yeah I agree ,'}"
1506,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh moon thing toh funny hein', 'target': 'The moon thing was funny'}"
1507,"{'prefix': 'translate Hinglish to English: ', 'input': 'moon thing tho hilarious hein', 'target': 'The moon thing was hilarious. '}"
1508,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeh badiya hein aur iska super villian ka idea tho ridiculous hein.', 'target': ""It's such a great and ridiculous super villian idea.""}"
