,translation
1462,"{'prefix': 'translate Hinglish to English: ', 'input': 'tumhare sath film discuss karna nice tha! have a great day!', 'target': 'It was nice discussing the film with you! Have a great day!'}"
1463,"{'prefix': 'translate Hinglish to English: ', 'input': 'tum logo ke pass kafi badhiya ai system hai', 'target': 'you guys have a pretty good ai system'}"
1464,"{'prefix': 'translate Hinglish to English: ', 'input': 'mai actually complete fool ban gaya tha.', 'target': 'i was actually completely fooled'}"
1465,"{'prefix': 'translate Hinglish to English: ', 'input': 'Hi there!', 'target': 'Hi there!'}"
1466,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main accha hu and you?', 'target': ""I'm good and you?""}"
1467,"{'prefix': 'translate Hinglish to English: ', 'input': 'Doing fine. To, kya janna chahte ho tum?', 'target': 'doing fine. so what do you want know?'}"
1468,"{'prefix': 'translate Hinglish to English: ', 'input': 'Well hum Dunkirk k baare me baat kar rahe the. Maine wo kabhi dekhi nahi but maine suna hai wo acchi hai, kya tumne dekhi hai?', 'target': 'Well we are talking about the movie Dunkirk it seems. I have never seen it but I have heard it is good. Have you seen it?'}"
1469,"{'prefix': 'translate Hinglish to English: ', 'input': 'Haan aur main enjoy kiya', 'target': 'Yes I have and I enjoyed it'}"
1470,"{'prefix': 'translate Hinglish to English: ', 'input': 'Accha hai. Kya movie fast paced thi?', 'target': ""That's good. Was the movie fast paced?""}"
1471,"{'prefix': 'translate Hinglish to English: ', 'input': 'Jyadatar moments me haan', 'target': 'In most moments yes.'}"
1472,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyu tumhe lagta hai wo special effects pe bahut jyada rely kiye ?', 'target': 'Do you feel they relied too much on special effects though?'}"
1473,"{'prefix': 'translate Hinglish to English: ', 'input': 'Nahi, wo kaafi real lagta hai', 'target': 'Not, it feels very real.'}"
1474,"{'prefix': 'translate Hinglish to English: ', 'input': 'Movie me tumhara favorite character kaun tha?', 'target': 'Who was your favorite character in the movie?'}"
1475,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe Alex bahut accha laga', 'target': 'I really liked Alex'}"
1476,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aisa kyu ?', 'target': 'Why is that?'}"
1477,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo complex character tha. Bilkul good guy ya bad guy nahi tha', 'target': 'He was a complex character. Not straight up good guy or bad guy.'}"
1478,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumhe kya lagta hai movie ki fitting ending thi ya cliffhanger thi.', 'target': 'Do you feel the movie had a fitting ending or was it a cliffhanger?'}"
1479,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyuki wo historical drama hai usme thoda chance tha cliffhanger ka. To wo acchi end hui', 'target': 'As an historical drama there was little chance for a cliffhanger. So it ended well.'}"
1480,"{'prefix': 'translate Hinglish to English: ', 'input': 'Accha. Kya tumhe lagta hai sabhi characters well developed the?', 'target': ""That's good. Do you feel that all the characters were well developed?""}"
1481,"{'prefix': 'translate Hinglish to English: ', 'input': ""nahi. 'Gibson' character thoda aur develop kiya jaa sakta tha"", 'target': 'No. The ""Gibson"" character could have been better developed.'}"
1482,"{'prefix': 'translate Hinglish to English: ', 'input': 'casting choices ke baare mein kya khayaal hai? kya wo sab actors kafi decent they unke character roles ke liye?', 'target': 'What about casting choices? Were the actors all pretty decent for their character roles?'}"
1483,"{'prefix': 'translate Hinglish to English: ', 'input': 'han wo they, saath mein Harry Styles jaise ka cast mein hona surprise tha', 'target': 'They were, with some surprises like Harry Styles making the cast.'}"
1484,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya tumhe lagta hai ki props aur clothings kafi accurate they jo time period dikhaya gaya uske liye kyunki ye ek historical drama tha.', 'target': 'Do you feel they were pretty accurate with the props and clothing for the time period portrayed  since it was a historical drama? '}"
1485,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han, Na sirf military side par, lekin civilian life ke characterization ke hisaab se bhi', 'target': 'Yes. Not only in the military side, but also in regards to the characterization of civilian life.'}"
1486,"{'prefix': 'translate Hinglish to English: ', 'input': 'tumhare liye movie ka sabse favorite part kya tha?', 'target': 'What was your favorite part of the whole movie?'}"
1487,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo scene jisme Tommy, Alex aur Gibson trawler ke andar hide karte hain', 'target': 'The scene where Tommy, Alex and Gibson hide inside a trawler.'}"
1488,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha', 'target': 'okay'}"
1489,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tum film dekhne mein interested ho?', 'target': 'are you interested in watching the film?'}"
1490,"{'prefix': 'translate Hinglish to English: ', 'input': 'Alex kafi cool character lagta hai. Khaskar jis realism se usey describe kiya gaya hai.', 'target': 'Alex seems like a really cool character. Especially with all the realism described.'}"
1491,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ha me interested hu', 'target': 'so yes I am interested'}"
1492,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh kuch paragraph nahi dikh raha hein us movie mein. kya koi aur dekh rahe hein kya?', 'target': ""I don't see a paragraph about a movie. Is anyone else in here?""}"
1493,"{'prefix': 'translate Hinglish to English: ', 'input': 'hi.. kya koi imitation game ka movie dekhe hein kya?', 'target': 'Hi! Have you seen the movie The Imitation Game?'}"
1494,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein nahi. usme kya hein?', 'target': ""I haven't. What's that about?""}"
1495,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh toh American historical drama ka real life cryptoanalyst alan turing hein jo 2014 mein release huva tha', 'target': ""It's a 2014 American historical drama about real life cryptoanalyst Alan Turing.""}"
1496,"{'prefix': 'translate Hinglish to English: ', 'input': 'aap ko biopics pasand hein kya? agar aapko is  movie dekhenge toh aapko interest hoga', 'target': 'Do you like biopics? If you do this movie might interest you.'}"
1497,"{'prefix': 'translate Hinglish to English: ', 'input': 'acha toh alan turing kya kar raha hein?', 'target': 'It sounds interesting. What does Alan Turing do?'}"
1498,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh German Intelligence ke liye decrypted karthe hein aur voh british government ke liye kaam karthe hein wwll', 'target': 'He decrypted German Intelligence codes for the British government during WWII. '}"
1499,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh rotten tomatoes ke rating toh 91% hein aur uska average 7.7/10 aur metacritic score toh 73/100 hein. acha toh kya rating mein aap movie dekhne ko pasand karenge? ya aap movie ko watch karne keliye rating ko nahi consider karenge?', 'target': 'It has 91% rating on Rotten Tomatoes and average 7.7/10 and a Metacritic Score of 73/100. What ratings does a movie have to have for you to watch it? Or do you not consider ratings when deciding to watcha movie?'}"
1500,"{'prefix': 'translate Hinglish to English: ', 'input': 'dost', 'target': 'Dude '}"
1501,"{'prefix': 'translate Hinglish to English: ', 'input': 'Achcha hai kya ?', 'target': ""what's good?""}"
1502,"{'prefix': 'translate Hinglish to English: ', 'input': 'akhari baar jab hamane baat kiya tha ki tum mere saath film ki samiksha karoge.', 'target': 'you told me you would review a movie with me the last time we talked '}"
1503,"{'prefix': 'translate Hinglish to English: ', 'input': 'to aap par mera pura dhayan hai', 'target': 'so you have my full attention '}"
1504,"{'prefix': 'translate Hinglish to English: ', 'input': 'jo hai vo samane rakho', 'target': 'bring it on'}"
1505,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya tumane  batman banaam superman dekha hai?', 'target': 'Have you seen batman vs superman?'}"
1506,"{'prefix': 'translate Hinglish to English: ', 'input': 'nahi', 'target': 'Nope '}"
1507,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyu nahi?', 'target': 'why not?'}"
1508,"{'prefix': 'translate Hinglish to English: ', 'input': 'Par mene uska trailer thode time pehle dekha hai', 'target': 'but I almost saw the trailer sometimes back'}"
1509,"{'prefix': 'translate Hinglish to English: ', 'input': 'Shayad because me use fancy nahi krta', 'target': ""Maybe because i don't fancy them""}"
1510,"{'prefix': 'translate Hinglish to English: ', 'input': 'To movie ke sath kya hua?', 'target': ""so what's up with the movie?""}"
1511,"{'prefix': 'translate Hinglish to English: ', 'input': 'Tumne suna nahi he wo ek great movie he?', 'target': ""Haven't you heard that it is a great movie?""}"
1512,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ha,me use bhi barbar sunta hu', 'target': 'Yeah, I hear that too often'}"
1513,"{'prefix': 'translate Hinglish to English: ', 'input': 'Me sochta hu wo Sci-Fi genre hai sahi?', 'target': 'I guess it is a Sci-Fi genre right?'}"
1514,"{'prefix': 'translate Hinglish to English: ', 'input': 'Jaruri nahi', 'target': 'not really'}"
1515,"{'prefix': 'translate Hinglish to English: ', 'input': 'To konse genre se wo belong karta hai?', 'target': 'so what genre does it belong?'}"
1516,"{'prefix': 'translate Hinglish to English: ', 'input': 'Usme fantasy bahut hai,tume use dekhne jana joga,wo action packed he.', 'target': ""It's more of a fantasy, you should go see it it, it is action packed.""}"
1517,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kaunse genre ki hai?', 'target': 'WHAT IS THE GENRE?'}"
1518,"{'prefix': 'translate Hinglish to English: ', 'input': 'fantasy', 'target': 'fantasy'}"
1519,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe director ka naam yaad dilana, please', 'target': ""remind me the director's name please, ""}"
1520,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya koi particular reason hai k tumhe wo ab tak nahi dekhi?', 'target': 'Is there a particular reason you have not seen it yet?'}"
1521,"{'prefix': 'translate Hinglish to English: ', 'input': 'No , koi nahi', 'target': 'No not any'}"
1522,"{'prefix': 'translate Hinglish to English: ', 'input': 'Cast ka naam bata sakte ho tum?', 'target': 'can you give me a run down of the cast?'}"
1523,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kyu? Trailer dekh k interest kyu ni hua?', 'target': ""why? Why didn't the tr ailer interest you?""}"
1524,"{'prefix': 'translate Hinglish to English: ', 'input': 'namaskaar! kya aapako komedee, edavenchar aur eneemeshan philmen pasand hain?', 'target': 'Hello! do you like comedy, adventure, and animation movies?'}"
1525,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan main un sabhee shailiyon ko pasand karata hoon. is philm kee reting ke baare mein aap kya sochate hain?', 'target': 'Yes I like all of those genres. What do you think about the rating of this movie?'}"
1526,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagata hai ki retings achchhee hain. sade hue tamaatar ne ise 89% diya aur sinemaajor ne ise a + diya', 'target': 'i think the ratings are good. Rotten tomatoes gave it an 89% and cinemascore gave it an A+'}"
1527,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan same here. Woh kaafi popular tha, saare kids wanted frozen themed cheezen. Uska story line was different from baaki princes movies', 'target': 'Yes same here. It was very popular kids all wanted frozen themed everything. the story line was different from other Princess movies'}"
1528,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, maine soocha it was a great disney movie with cute characters', 'target': 'yes, i thought it was a great disney movie with very cute characters'}"
1529,"{'prefix': 'translate Hinglish to English: ', 'input': 'Cast ke bare main kya socthe ho? Kristen bell meri favorite hai', 'target': 'What do you think about the cast? Kristen bell is one of my faves.'}"
1530,"{'prefix': 'translate Hinglish to English: ', 'input': 'I think cast accha tha with idina menzel, jiski awaaz acchi hai', 'target': 'i think the cast is great with idina menzel who has a beautiful voice'}"
1531,"{'prefix': 'translate Hinglish to English: ', 'input': 'She was great, bhaut alag awaaz hai uski. I think olof funniest tha', 'target': 'She was great, very distinctive voice. I think olof was the funniest.'}"
1532,"{'prefix': 'translate Hinglish to English: ', 'input': 'main kaafi impressed hoon animation se and poori movie kafi pretty thi.', 'target': 'i was very impressed with the animation and how pretty the whole movie was'}"
1533,"{'prefix': 'translate Hinglish to English: ', 'input': 'Art kafi acchi thi, especially barf ke castle ka scene.', 'target': 'The art was very nice, especially the ice castle scene.'}"
1534,"{'prefix': 'translate Hinglish to English: ', 'input': 'it was in 3d. tum aamtour main 2d ya 3d movies dekhte ho?', 'target': 'it was in 3d. do you watch movies in 3d or 2d usually?'}"
1535,"{'prefix': 'translate Hinglish to English: ', 'input': ""Jab i can watch the movies in 3d, i try to watch. It's a different experience par can easily ruin a movie. tum kya sochte ho?"", 'target': ""When i can catch the movies in 3d i try to watch them. It's a different experience but can easily ruin a movie. What do you think""}"
1536,"{'prefix': 'translate Hinglish to English: ', 'input': 'i agree. movie aur seats pe depend karta hai.', 'target': 'i agree. it depends on the movie and the seats too'}"
1537,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh sad laga jab uska parents sea mein mar gaye the.', 'target': 'i thought it was sad when the parents died at sea'}"
1538,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje voh rock family bahut pasand hein, voh cute hein', 'target': 'I like the rock family they were cute.'}"
1539,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap soch rahe ki yeh B roadway mein end hoga?', 'target': 'Do you think it will end up on B roadway?'}"
1540,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan muje lag raha hein ki yeh jarur hoga. aur us songs toh bahut catchy hein', 'target': 'i think it will. the songs were so catchy'}"
1541,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje voh hero ko pasand hein , voh toh Elsas ka choti bahen hein typical prince ke jaise bilkul nahi hein', 'target': 'I like that the hero in the movie is Elsas younger sister and not the typical prince.'}"
1542,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje bhi. muje bhi pasand hein , kyon ki voh toh family aur sisters ke baare mein hein.', 'target': 'me too. I like that it was about family and sisters too. '}"
1543,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar, muje bhi do behen hein, mein usse relate kar sakthe hoon.', 'target': 'Same here and being that I have two i could relate to how they felt about each other. '}"
1544,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein maantha hoon. muje bhi Hans pasand nahi hein', 'target': 'i argree. i did not like Hans'}"
1545,"{'prefix': 'translate Hinglish to English: ', 'input': 'is me aapka favorite character kon hein?', 'target': 'who was your favorite character?'}"
1546,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh toh horrible hein, aur muje usko pasand nahi hein  kyon ki voh Ana ko villain banane mein vyast ho raha tha. lekin mein Kristoff ko bhi appreciate karunga voh kitna helpful tha.', 'target': 'He was horribe, i did not like how he tried to make Ana the villain. But i did appreciate Kristoff and how helpful he was. '}"
1547,"{'prefix': 'translate Hinglish to English: ', 'input': 'mera favorite character hein Olof. Aapka?', 'target': 'My favorite character was olof. How about you?'}"
1548,"{'prefix': 'translate Hinglish to English: ', 'input': 'Muje Anna ko pasand hein, voh precious hein', 'target': 'i liked anna. she was precious'}"
1549,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapko ending pasand hein?', 'target': 'did you like the ending'}"
1550,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapko kaisa laga jab Hans Elsa ko us room mein lock kiya tha', 'target': 'What were your thoughts about the scene when Hans locked up elsa  in that room.'}"
1551,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje toh dar laga. kyon ki voh shuru mein toh Hans ko pasand kar rahi thi', 'target': 'it was scary. i was surprised since she liked hans so much at the start'}"
1552,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar muje ending pasand hein, muje us town bhi pasand hein jo Elsa ko bura dekhayi gayi jo Hans ka Haal tha, aur kristoff aur ana donno end hogaye', 'target': 'Yes i loved the ending, i liked that the town saw that Elsa was not as bad as Hans made her to be, and that Kristoff and ana ended up together'}"
1553,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje bhi', 'target': 'me too. '}"
1554,"{'prefix': 'translate Hinglish to English: ', 'input': 'Uska character toh deception hein voh great hein', 'target': 'He was a character the deception was great'}"
1555,"{'prefix': 'translate Hinglish to English: ', 'input': 'batman vs superman', 'target': 'Batman vs Superman'}"
1556,"{'prefix': 'translate Hinglish to English: ', 'input': 'Zack Snyder director hai, 27% Rotten Tomatoes, 4.9/10.', 'target': 'The director is Zack Snyder, 27% Rotten Tomatoes, 4.9/10.'}"
1557,"{'prefix': 'translate Hinglish to English: ', 'input': 'lagta hai bahut popular nahi hai', 'target': 'Not very popular it seems'}"
1558,"{'prefix': 'translate Hinglish to English: ', 'input': 'but audience ne like kiya, iska cinema score B hai', 'target': 'But the audiences liked it. It has a B cinema  score '}"
1559,"{'prefix': 'translate Hinglish to English: ', 'input': 'huge divergence  hai professioan critic ke opinion aur ruglar movie dekhne walo ke beech', 'target': 'There is a huge divergence between proffession al critical opinion and regular movie goers'}"
1560,"{'prefix': 'translate Hinglish to English: ', 'input': 'maine to kabhi nahi dekha hai.', 'target': ""I've never seen it""}"
1561,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe difference pata hai', 'target': 'I know the difference. '}"
1562,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe to believe hi nahi hota ki unhone Ben Affleck ko Bataman banaya.', 'target': ""I can't believe they used Ben Affleck as Batman""}"
1563,"{'prefix': 'translate Hinglish to English: ', 'input': 'So Probably isko koi award nahi mila, but box office par isko badhiya karna tha', 'target': ""So it probably won't get any awards, but should have done well enough at the box office""}"
1564,"{'prefix': 'translate Hinglish to English: ', 'input': 'bahut strange choice thi ye.', 'target': 'It was a strange choice'}"
1565,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan tho yeh 2016 me aaya', 'target': 'Well it was made in 2016'}"
1566,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein guess kartha hoon ki agar yeh accomplished fir se huva tho', 'target': ""I'm just guessing as to what it may have accomplished back then""}"
1567,"{'prefix': 'translate Hinglish to English: ', 'input': 'probably aise kuch scores ab thak nahi aaya', 'target': 'Probably nothing with those scores'}"
1568,"{'prefix': 'translate Hinglish to English: ', 'input': 'Box office mein tho iska itna important huva ki sabhi critics ko accept kiya aur blockbuster type ka movies banaya', 'target': 'The box office  gross is more important than critics acceptance for these blockbuster type movies'}"
1569,"{'prefix': 'translate Hinglish to English: ', 'input': 'muje us new story line ko bilkul pasand nahi aaya', 'target': ""I don't like how they made a whole new story line.""}"
1570,"{'prefix': 'translate Hinglish to English: ', 'input': 'voh tho itna ruined ho gaya', 'target': 'They ruined it for me'}"
1571,"{'prefix': 'translate Hinglish to English: ', 'input': 'critics toh itna bekar nikla', 'target': 'although critics can affect word of mouth to an extent'}"
1572,"{'prefix': 'translate Hinglish to English: ', 'input': 'batman tho billionaire ho gaya', 'target': 'Batman as a billionaire'}"
1573,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan yar', 'target': 'yeah right!'}"
1574,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya voh hamesa aise hi hein?', 'target': ""Isn't that what he always was?""}"
1575,"{'prefix': 'translate Hinglish to English: ', 'input': 'But weh ise main focus bnate hai.', 'target': 'But they make it the main focus.'}"
1576,"{'prefix': 'translate Hinglish to English: ', 'input': 'Batman mujhe pta hai, humble tha', 'target': 'Batman I know, was humble'}"
1577,"{'prefix': 'translate Hinglish to English: ', 'input': 'Main characters ke liye intellectual development mere liye problem thi. Khaaskar Lex Luthor se sambhandit', 'target': 'The lack of intellectual development for the main characters was my problem. Especially concerning Lex Luthor'}"
1578,"{'prefix': 'translate Hinglish to English: ', 'input': 'Han maine dekhi', 'target': 'Yes I have'}"
1579,"{'prefix': 'translate Hinglish to English: ', 'input': 'Lex Luthor sabse bura villain tha', 'target': 'Lex L uthor was the worse villain ever'}"
1580,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wo ek yaadgaar movie nhi thi. Jab main isse dekh rha tha tab mujhe popcorn ki bucket lene ka khayal aaya, but tum jldi hi bhool jaoge baad mein', 'target': ""This wasn't a memorable movie. It got me through a bucket of popcorn at the moment I was watching, but you forget about it soon after""}"
1581,"{'prefix': 'translate Hinglish to English: ', 'input': 'hahaha', 'target': 'hahaha'}"
1582,"{'prefix': 'translate Hinglish to English: ', 'input': 'Kya logon ko pata tha that they were super heroes?', 'target': 'Did people know that they were super heroes? '}"
1583,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wonder Woman action scenes final act mein best part tha', 'target': 'The best part was Wonder Woman action scenes  in the final act'}"
1584,"{'prefix': 'translate Hinglish to English: ', 'input': 'mein Wonder Woman ko love karta hun', 'target': 'I love Wonder Woman'}"
1585,"{'prefix': 'translate Hinglish to English: ', 'input': 'Wonder Woman uske liye sahi naam hai cause I always wonder why they took so long to get her into the movies', 'target': 'Wonder Woman is the right name for her cause I always wonder why they took so long to get her into the movies'}"
1586,"{'prefix': 'translate Hinglish to English: ', 'input': 'haha', 'target': 'haha'}"
1587,"{'prefix': 'translate Hinglish to English: ', 'input': 'I agree!!!!', 'target': 'I agree!!!!'}"
1588,"{'prefix': 'translate Hinglish to English: ', 'input': 'namaste! kya haal hai? haal hee mein koee achchhee philm dekhee?', 'target': 'Hi! How are you? Seen any good movies lately?'}"
1589,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, jame hue', 'target': 'yeah, Frozen'}"
1590,"{'prefix': 'translate Hinglish to English: ', 'input': 'ek thandee philm kee tarah lagata hai! kya aap bata sakate hain ki yah kis baare mein hai?', 'target': ""Sounds like a cold movie! Can you tell me what it's about? ""}"
1591,"{'prefix': 'translate Hinglish to English: ', 'input': 'ye do girls ke bare me he Anna and Elsa', 'target': 'Its about two girls Anna and Elsa'}"
1592,"{'prefix': 'translate Hinglish to English: ', 'input': 'Anna princess he', 'target': 'Anna is a princess'}"
1593,"{'prefix': 'translate Hinglish to English: ', 'input': 'Aur Elsa uski younger sister he', 'target': 'and Elsa is her younger sister'}"
1594,"{'prefix': 'translate Hinglish to English: ', 'input': 'Gotcha!ye movie children ke liye ya adult ke liye ya dono ke liye he', 'target': 'Gotcha! Is it a movie for children or adults or both?'}"
1595,"{'prefix': 'translate Hinglish to English: ', 'input': 'Batana to difficult he , probably dono ke liye he', 'target': 'Difficult to say, probably for both'}"
1596,"{'prefix': 'translate Hinglish to English: ', 'input': 'well kabhi kabhi mujhe kids movies utni hi pasand aati he jitni adult !kya tumne ise dekhna really enjoy kiya?', 'target': 'Well I like kids movies just as much as adult ones sometimes! Did you really enjoy watching it? '}"
1597,"{'prefix': 'translate Hinglish to English: ', 'input': 'well, ye acclaimed kiya jata raha he ki ye Disney dwara banaya gaya best music he', 'target': 'well,  its been acclaimed as the best musical made by Disney'}"
1598,"{'prefix': 'translate Hinglish to English: ', 'input': 'Me Aaj rat dekhne ke liye best movie khojne ki try kar raha hu', 'target': ""I'm trying to find a good movie to watch tonight. ""}"
1599,"{'prefix': 'translate Hinglish to English: ', 'input': 'tab to hit lagti he!Disney movies always excellent hoti he', 'target': 'Sounds like a hit then! Disney movies are always excellent. '}"
1600,"{'prefix': 'translate Hinglish to English: ', 'input': 'yeah, ye 3d animated bhi he, visual to really good he', 'target': 'yeah, its also 3D animated, the visual are really good'}"
1601,"{'prefix': 'translate Hinglish to English: ', 'input': 'yahaan tak \u200b\u200bki rotten tomatoes ne bhi ise 89% diya', 'target': 'even rotten tomatoes gave it 89%'}"
1602,"{'prefix': 'translate Hinglish to English: ', 'input': 'Rotten Tomatoes ka duara accha review diya gaya hai!', 'target': 'Not a bad review for Rotten Tomatoes! I'}"
1603,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya yah kaaphee new hai ya thoda old hai?', 'target': 'Is it fairly new or a few years old?'}"
1604,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yah 2013 mein out hua tha.', 'target': 'well,  it came out in 2013'}"
1605,"{'prefix': 'translate Hinglish to English: ', 'input': 'Yeh kaaphee naya hai.At least baaki Disney princess movies kee tulana mein!', 'target': 'So fairly new. At least compared to some of the other Disney princess movies!'}"
1606,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya aap bata sakate hain ki basic plot kya hai', 'target': 'Can you tell me what the basic plot is?'}"
1607,"{'prefix': 'translate Hinglish to English: ', 'input': 'vaise bhi bahut bahut jyada mat batana! main ending jaanana nahin chaahata!', 'target': ""Don't give too much away though! I don't want to know the ending!""}"
1608,"{'prefix': 'translate Hinglish to English: ', 'input': 'aahaaha, ok hai', 'target': 'ahaahah, ok'}"
1609,"{'prefix': 'translate Hinglish to English: ', 'input': 'plot really mein achchha hai, magic cheegain, talking animals, bilkul vaisa hee jaisa hamDisney se chaahate hain', 'target': 'the plot is really good, magic things, talking animals, its exactly what we want from Disney'}"
1610,"{'prefix': 'translate Hinglish to English: ', 'input': 'Perfect! hai', 'target': 'Perfect! '}"
1611,"{'prefix': 'translate Hinglish to English: ', 'input': 'mujhe lagata hai ki mujhe aaj raat ke lie apanee philm mil gaee hai!', 'target': 'I think I have found my movie for tonight! '}"
1612,"{'prefix': 'translate Hinglish to English: ', 'input': 'aapakee siphaarish ke lie bahut bahut dhanyavaad!', 'target': 'Thanks so much for your recommendation!'}"
1613,"{'prefix': 'translate Hinglish to English: ', 'input': 'bilakul koee pareshaanee nahee! yah bhee bahut bhaavuk hai, to aapako kuchh ootakon kee aavashyakata ho sakatee hai :)', 'target': 'Sure, no problem! Its also very emotional, so you may need some tissues :)'}"
1614,"{'prefix': 'translate Hinglish to English: ', 'input': 'sabhee behatareen aansoo jhatakedaar hain! mujhe yakeen hai ki unhen kuchh achchhe snaiks ke saath kaam karana hoga.', 'target': ""All the best ones are tear jerkers! I'll be sure to have them handy along with some good snacks.""}"
1615,"{'prefix': 'translate Hinglish to English: ', 'input': 'haan, ant nishchit roop se vah nahin hai jo aap yah hone kee ummeed karenge', 'target': 'yeah, the ending is definitely not what you would expect it to be '}"
1616,"{'prefix': 'translate Hinglish to English: ', 'input': 'kya yah kam se kam ek sukhad ant hai?', 'target': 'Is it a happy ending at least?'}"
1617,"{'prefix': 'translate Hinglish to English: ', 'input': 'theek hai, aapako ise svayan dekhana hoga', 'target': 'well, you have to see it yourself'}"
1618,"{'prefix': 'translate Hinglish to English: ', 'input': 'ise kharaab karane ke lie nahin', 'target': 'not to spoil it'}"
1619,"{'prefix': 'translate Hinglish to English: ', 'input': 'ekamaatr sanket jo main aapako doonga ki vah ant mein ""raajaneetik"" ho jaata hai', 'target': 'the only hint I will give you is that it gets ""political"" at the end '}"
1620,"{'prefix': 'translate Hinglish to English: ', 'input': 'sach! mujhe aasha hai ki yah sukhad ant hai! kya yah ek dijnee philm hai jisaka seekval hai?', 'target': ""True! I hope it's a happy ending! Is this a Disney movie that has a sequel?""}"
1621,"{'prefix': 'translate Hinglish to English: ', 'input': 'vaastav mein, mujhe nahin pata', 'target': ""actually, I don't know""}"
1622,"{'prefix': 'translate Hinglish to English: ', 'input': 'khair choonki yah bahut naya hai isalie unhonne abhee tak ek nahin banaaya hai. lekin jab se yah is tarah ke mahaan sameekshaen tha mujhe yakeen hai ki ve karenge! main', 'target': ""Well since it's so new they may have not made one yet. But since it had such great reviews I'm sure they will! I""}"
1623,"{'prefix': 'translate Hinglish to English: ', 'input': 'main aapako bataoonga agar mujhe ise dekhane mein maza aaya lekin mujhe yakeen hai ki main karoonga!', 'target': ""I'll tell you if I enjoyed watching it but I'm sure I will! ""}"
1624,"{'prefix': 'translate Hinglish to English: ', 'input': 'Mujhe ek movie pta hai jo tujhe pasand aayegi', 'target': 'I know a movie you may like'}"
1625,"{'prefix': 'translate Hinglish to English: ', 'input': 'Movie kis baare mein hai?', 'target': ""What's the movie about?""}"
1626,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ye asal mein musical si movie hai', 'target': ""It's actually sort of a musical""}"
1627,"{'prefix': 'translate Hinglish to English: ', 'input': 'Bahut badiya! Mujhe music wali achhi lagti hai. Kya iss movie mein koi bade actors ke naam bhi hai?', 'target': ""That's great! I love musicals. Are there any big name actors in the movie?""}"
1628,"{'prefix': 'translate Hinglish to English: ', 'input': 'Ryan Gosling', 'target': 'Ryan Gosling'}"
