,translation
1618,"{'prefix': 'translate English to Hinglish: ', 'input': 'what does he do with the shrink ray?', 'target': 'wo shrink ray ke sath kya karta hai?'}"
1619,"{'prefix': 'translate English to Hinglish: ', 'input': 'he steals it because  he wants to steal the moon when it is nearest to the earth', 'target': 'wo isey steal karta hai kyunki wo moon ko churana chahta hai jab wo earth ke nearest ho'}"
1620,"{'prefix': 'translate English to Hinglish: ', 'input': 'oh goodness', 'target': 'oh goodness'}"
1621,"{'prefix': 'translate English to Hinglish: ', 'input': 'this movie sounds really funny', 'target': 'yah movie bahut funny lagta hai'}"
1622,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do the critics say about it?', 'target': 'critics kya kehte hain is movie ke bare mein?'}"
1623,"{'prefix': 'translate English to Hinglish: ', 'input': 'critics said that is has ""Despicable Me is a 3D cartoon comedy of whiplash-quick laughs, funny punch lines and a wickedly gimmicky appreciation for 3D.""', 'target': 'critics kehte hain ki ""Despicable Me ek 3D cartoon comedy hai jisme whiplash-quick hasi, funny punch lines hain aur wickedly gimmicky tarif hai 3D ke liye""'}"
1624,"{'prefix': 'translate English to Hinglish: ', 'input': 'I bet the 3d would be fun to see it it', 'target': 'main bet karta hoon ki 3d bahut fun hoga'}"
1625,"{'prefix': 'translate English to Hinglish: ', 'input': 'in*', 'target': 'in*'}"
1626,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you generally watch 3d movies?', 'target': 'kya tum generally 3d movies dekhte ho?'}"
1627,"{'prefix': 'translate English to Hinglish: ', 'input': 'not usually, but I would be interested', 'target': 'usually nahin, lekin main interested hoon'}"
1628,"{'prefix': 'translate English to Hinglish: ', 'input': 'the ending is very cute too. I liked how there is a mid-air rescue', 'target': 'ending bi bahut cute hai. mujhe wah mid-air rescue accha laga'}"
1629,"{'prefix': 'translate English to Hinglish: ', 'input': 'so are we ready to talk about this movie?', 'target': 'to kya hum is movie k baare me baat karne ko taiyar hai?'}"
1630,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes..', 'target': 'haan..'}"
1631,"{'prefix': 'translate English to Hinglish: ', 'input': 'Ok well overall I thought this movie was pretty good.', 'target': 'ok waise overall mujhe laga ye movie kaafi acchi thi.'}"
1632,"{'prefix': 'translate English to Hinglish: ', 'input': 'Its very action movie, I like this movie so much ', 'target': 'Ye kaafi action movie hai, mujhe ye movie bahut pasand hai.'}"
1633,"{'prefix': 'translate English to Hinglish: ', 'input': ""yea, it actually does a nice job of giving all of the characters stuff to do and doesn't feel like to much is going on"", 'target': 'Haan, actually ye sare character ko kuch karne dena ka accha kaam karta hai , aur aise nahi lagta k bahut jyada kuch chal raha hai'}"
1634,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes., Its all are done a good job..I Saw this movie in  4 times..', 'target': 'Haan, kaafi accha kaam kiya hai. Maine is movie ko 4 time dekha hai.'}"
1635,"{'prefix': 'translate English to Hinglish: ', 'input': 'ive seen it quite a few times also', 'target': 'maine use bahut time bhi dekha hai'}"
1636,"{'prefix': 'translate English to Hinglish: ', 'input': 'okay,,.who is director of the movie??', 'target': 'okay , movie ka director kaun hai?'}"
1637,"{'prefix': 'translate English to Hinglish: ', 'input': 'joss whedon', 'target': 'Joss Whedon'}"
1638,"{'prefix': 'translate English to Hinglish: ', 'input': ""he doesn't do marvel movies now he's moved on"", 'target': 'Wo ab marvel movies nahi karta , move on kar chuka hai'}"
1639,"{'prefix': 'translate English to Hinglish: ', 'input': 'Okay thanks for your information..', 'target': 'Okay information k liye thanks'}"
1640,"{'prefix': 'translate English to Hinglish: ', 'input': 'no problem, i feel like this movie really launched chris hemsworth as a big deal ', 'target': 'No problem, mujhe lagtat hai is movie ne sahi me chris hemsworth ko as a big deal launch kar diya'}"
1641,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes sure..Its really big deal on Chris hemsworth', 'target': 'haan sure, Chris Hemworth k liye big deal hai.'}"
1642,"{'prefix': 'translate English to Hinglish: ', 'input': 'i also think this movie has kind of served as a template for newer super hero movies', 'target': 'Mujhe ye bhi lagta hai is movie ne new super hero movies k liye ek template jaise serve kiya hai.'}"
1643,"{'prefix': 'translate English to Hinglish: ', 'input': 'the all star cast really helped too ', 'target': 'All star cast ne bhi help ki hai'}"
1644,"{'prefix': 'translate English to Hinglish: ', 'input': 'not sure you could do a movie better than this one for this style', 'target': 'main sure nahi hu  is style k liye koi  iss movie se better kar sakta hai.'}"
1645,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah..but previous super hero acting is very well and adorable..', 'target': 'haan..lekin pichhale supar heero ka abhinay bahut achchha aur manamohak hai ..'}"
1646,"{'prefix': 'translate English to Hinglish: ', 'input': 'well all depends on the movie', 'target': 'achchhee tarah se sabhee philm par nirbhar karata hai'}"
1647,"{'prefix': 'translate English to Hinglish: ', 'input': 'this movie also may have done the best job out there on getting the hulk right', 'target': 'ho sakata hai ki is philm ne bhee halk ko sahee kaam karane mein behatar kaam kiya ho'}"
1648,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes..Hulk act is marvelous in this movie', 'target': 'haan..hulk act is philm mein adbhut hai'}"
1649,"{'prefix': 'translate English to Hinglish: ', 'input': 'it also does a nice job of making iron man a leader', 'target': 'yah lohe ke aadamee ko neta banaane ka achchha kaam bhee karata hai'}"
1650,"{'prefix': 'translate English to Hinglish: ', 'input': 'overall just a really good display of the characters', 'target': 'kul milaakar paatron ka vaastav mein achchha pradarshan'}"
1651,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes..Its all super heroes action equally displayed', 'target': 'haan..yadi sabhee supar heero ekshan samaan roop se pradarshit hote hain'}"
1652,"{'prefix': 'translate English to Hinglish: ', 'input': 'yea it works out pretty well', 'target': 'yea it works out pretty well'}"
1653,"{'prefix': 'translate English to Hinglish: ', 'input': 'i feel like this is kind of the super hero movie that does it all right', 'target': 'mujhe aisa lagata hai ki yah ek tarah kee supar heero philm hai jo ise theek karatee hai'}"
1654,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes.. really ', 'target': 'haan sach'}"
1655,"{'prefix': 'translate English to Hinglish: ', 'input': 'hopefully they keep getting it right', 'target': 'Ummeed karta hun ki they keep getting it right'}"
1656,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah..when you watch this movie??', 'target': 'Yeah ... tumne kab dekhi ye movie??'}"
1657,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of Gal Gadot as Wonder Woman?', 'target': 'Gal gadot ek wonder woman he kya sochte ho?'}"
1658,"{'prefix': 'translate English to Hinglish: ', 'input': 'I do too', 'target': 'mai bhi karta hu'}"
1659,"{'prefix': 'translate English to Hinglish: ', 'input': 'I was very impressed with both of them, what about Frozen?', 'target': 'mai dono se bahut impress hua, aur Frozen ke baare me?'}"
1660,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought they actually did a very good job bringing the story to life in a different way', 'target': 'actually mujhe lagta haiki unhone life ki story ko ek different way me lake bahut badhiya job kiya hai'}"
1661,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yeah I couldn't agree more with you. "", 'target': 'Yes mai tumse is jyada agree nahi ho sakta'}"
1662,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you have any favorite parts? Characters?', 'target': 'tumhara koi favorite part? Characters?'}"
1663,"{'prefix': 'translate English to Hinglish: ', 'input': 'Disney does a impressive job with animated movies. ', 'target': 'animated movies ke saath Disney ka job bahut impressive hai.'}"
1664,"{'prefix': 'translate English to Hinglish: ', 'input': 'They really do. Its amazing how much detail they put into them.', 'target': 'wo really karte hai. itni saari details usme dena bahut amazing hai.'}"
1665,"{'prefix': 'translate English to Hinglish: ', 'input': 'Jonathan Gross as  Kristoff was my favorite character. ', 'target': 'Jonathan Gross ka Kristoff ka character mera favorite hai.'}"
1666,"{'prefix': 'translate English to Hinglish: ', 'input': 'how about yours?', 'target': 'tumhare bare me kya?'}"
1667,"{'prefix': 'translate English to Hinglish: ', 'input': ""Even though he didn't have a voice I liked Sven. I love how Disney always puts in non talking characters in their films that help move the story along"", 'target': 'Even thoough Sven ki voice nahi thi par mujhe pasand hai. mujhe achcha lagta hai, Disney kaise bina voice ke character ko film me lekar bhi kahani move karta hai.'}"
1668,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah its impressive how they can give a character lots of personality without even having a voice.', 'target': 'haan isake prabhaavashaalee ve kaise ek aavaaj ke bina bhee ek vyaktitv ke bahut saare charitr de sakate hain.'}"
1669,"{'prefix': 'translate English to Hinglish: ', 'input': 'I can only wish I was that talented as an artist. I am more the stick figure type of artist', 'target': 'main keval yah chaah sakata hoon ki main ek kalaakaar ke roop mein pratibhaashaalee hoon. main kalaakaar ka stik phigar adhik hoon'}"
1670,"{'prefix': 'translate English to Hinglish: ', 'input': 'Thats about as much talent as I have when it comes to art as well haha. ', 'target': 'mere paas jitanee pratibha hai utanee hee kala ke baare mein bhee hai.'}"
1671,"{'prefix': 'translate English to Hinglish: ', 'input': 'My kids laugh at me all the time about it', 'target': 'mere bachche mere baare mein har samay hansate rahate hain'}"
1672,"{'prefix': 'translate English to Hinglish: ', 'input': ""From what I'm reading they created a Frozen Broadway show. That would be great to take your kids to!"", 'target': 'main jo padh raha hoon usase unhonne phrojan brodave sho banaaya. yah aapake bachchon ko lene ke lie bahut achchha hoga!'}"
1673,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello, are you there?', 'target': 'namaste kya aap vahaan hain?'}"
1674,"{'prefix': 'translate English to Hinglish: ', 'input': 'is this the same person ive been talking to?', 'target': 'kya yah vahee vyakti hai jo baat kar raha hai?'}"
1675,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you still around?', 'target': 'kya aap abhee bhee aasapaas hain?'}"
1676,"{'prefix': 'translate English to Hinglish: ', 'input': 'yep still here', 'target': 'abhee bhee yahaan haan'}"
1677,"{'prefix': 'translate English to Hinglish: ', 'input': 'did you get the new document', 'target': 'kya aapako naya dastaavez mila hai'}"
1678,"{'prefix': 'translate English to Hinglish: ', 'input': 'I would be curious to see if htey come out with another frozen', 'target': 'mujhe yah dekhane ke lie utsuk hona chaahie ki kya hetee ek aur jame hue ke saath baahar aate hain'}"
1679,"{'prefix': 'translate English to Hinglish: ', 'input': ""usually sequels can be disappointing but that doesn't seem to be the case with animated movies. "", 'target': 'aamataur par seekval niraashaajanak ho sakate hain lekin yah enimeted philmon ke maamale mein nahin lagata hai.'}"
1680,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think it could be really successful, especially as there has been a good break in time since the first one came out', 'target': 'mujhe lagata hai ki yah vaastav mein saphal ho sakata hai, khaasakar jab se pahalee baar baahar aane se samay mein ek achchha brek aaya hai'}"
1681,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is interesting that Disney was able to add onto the history of works such as Beauty and the beast', 'target': 'yah dilachasp hai ki dijnee saundary aur jaanavar jaise kaaryon ke itihaas mein jodane mein saksham tha'}"
1682,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen the movie Frozen?', 'target': 'kya aapane philm phrojan dekhee hai?'}"
1683,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes I have, I actually saw it in theatres with my Fiance at the time it came out.', 'target': 'haan mere paas hai, main vaastav mein ise apane mangetar ke saath sinemaagharon mein dekha tha jab yah baahar aaya tha.'}"
1684,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you like it?', 'target': 'kya aapako yah pasand aaya?'}"
1685,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, it is a funny animation film.', 'target': 'jee haan, yah ek phanee enimeshan philm hai.'}"
1686,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree. I saw it in theaters too', 'target': 'main sahamat hoon. mainne ise sinemaagharon mein bhee dekha'}"
1687,"{'prefix': 'translate English to Hinglish: ', 'input': 'I enjoy almost anything that Disney produces', 'target': 'mujhe lagabhag kuchh bhee pasand hai jo dijnee paida karata hai'}"
1688,"{'prefix': 'translate English to Hinglish: ', 'input': 'The critical response was pretty good I see. \\', 'target': 'aalochanaatmak pratikriya mujhe bahut achchhee lagee. \\'}"
1689,"{'prefix': 'translate English to Hinglish: ', 'input': 'I heard they are making a second movie to follow Frozen', 'target': 'mainne suna ki ve phrojan pholo karane ke lie doosaree philm bana rahe hain'}"
1690,"{'prefix': 'translate English to Hinglish: ', 'input': 'It only got an 89 percent on rotten tomatoes. I thought it would get a higher score.', 'target': 'sade hue tamaataron par ise keval 89 pratishat mila. mainne socha tha ki yah ek uchch ank praapt karega.'}"
1691,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't much care for review sites, I would rather watch a movie and judge it myself."", 'target': 'main saiton kee sameeksha karane ke lie bahut paravaah nahin karata, main ek philm dekhoonga aur ise khud jaj karoonga.'}"
1692,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree with the CinemaScore of A+', 'target': 'mein maantha hoon ki us cinema ka score A+ hein'}"
1693,"{'prefix': 'translate English to Hinglish: ', 'input': 'Me too, I love the artwork and time that goes into animation and C.G. movies', 'target': 'mein bhi, muje voh artwork aur uska timing animation aur CG work ka movies bahut pasand hein'}"
1694,"{'prefix': 'translate English to Hinglish: ', 'input': 'It seems like this movie just came out. I cannot believe it was 2013 when it arrived in theaters. ', 'target': 'lagtha hein ki, abhi hi us movie ko release huva. muje yakin hi nahi hota ki voh 2013 mein aaya hoga jab theaters mein'}"
1695,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, so much attention and popularity has kept it alive in stores as toys, shows and other items.', 'target': 'haan yar, jyada attention aur populatity us stores ke toys, shows aur jyada items mein ab tak jinda rakh rahe hein'}"
1696,"{'prefix': 'translate English to Hinglish: ', 'input': 'Who is your favorite character in Frozen?', 'target': 'frozen mein aapka favorite character kon hein'}"
1697,"{'prefix': 'translate English to Hinglish: ', 'input': 'It either has to be Sven or Christophe', 'target': 'muje toh sven ya christophe pasand hein'}"
1698,"{'prefix': 'translate English to Hinglish: ', 'input': 'Kristoff*', 'target': 'kristoff???'}"
1699,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you know who Kristen Bell is?', 'target': 'aapko kristen bell patha nahi hein kya?'}"
1700,"{'prefix': 'translate English to Hinglish: ', 'input': 'I know of her, but not familiar of her other acting jobs.', 'target': 'patha hein, lekin jyada familiar nahi hein jaise other acting jobs ke swar'}"
1701,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like the villain. I thought he was funny.', 'target': 'muje toh voh villain pasand hein, voh jyada funny lag rahe the'}"
1702,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, something was up when they fell for each other early in the movie between him and Anna', 'target': 'Yeah,uske aur anna ke bich movie se pehle kuch hua'}"
1703,"{'prefix': 'translate English to Hinglish: ', 'input': 'Olaf could be a bit much sometimes, but had some funny parts', 'target': 'Olaf thoda aur hona chahiye,par thoda funny part bhi'}"
1704,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, I did not even guess he would have been a bad guy', 'target': 'Yeah,mene socha nahi tha wo bad ladka hoga'}"
1705,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think I called it during the movie and said something to my fiance about how redheads are always portrayed as badguys.', 'target': 'Mene socha mene use movie ke dauran bulaya and finance ke bare me kuch kaha kaise redheads are always portrayes as badguys'}"
1706,"{'prefix': 'translate English to Hinglish: ', 'input': ""Good point. I didn't even think of that"", 'target': 'Achha point.mene socha bhi nahi tha'}"
1707,"{'prefix': 'translate English to Hinglish: ', 'input': 'He looks like the villian commander from the newer Star Wars movies.', 'target': 'Naye star wars movie me wo villian commander ke jesa dikh raha tha'}"
1708,"{'prefix': 'translate English to Hinglish: ', 'input': 'What rating would you give the movie out of ten?', 'target': 'Das me se kitne rating donge movie ko'}"
1709,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think an 9, it was a great movie, even if the music is overplayed', 'target': 'Nine ,accha movie tha music jyada play hone ke bad bhi'}"
1710,"{'prefix': 'translate English to Hinglish: ', 'input': 'Bye!', 'target': 'Aavjo'}"
1711,"{'prefix': 'translate English to Hinglish: ', 'input': 'What is your opinion on the movie Jaws? ', 'target': 'philm joz par aapakee kya raay hai?'}"
1712,"{'prefix': 'translate English to Hinglish: ', 'input': 'To be honest, I find shark movies to be terrifying.', 'target': 'sach kahoon, to mujhe shaark philmen bhayaanak lagatee hain.'}"
1713,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't say I blame you. The movie definitely makes that fear worse! "", 'target': 'main yah nahin kah sakata ki main tumhen dosh deta hoon. philm nishchit roop se us dar ko badatar bana detee hai!'}"
1714,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you know that this film was based on a book?', 'target': 'Kya tumhe pata hai ki ye film ek book par based hai.'}"
1715,"{'prefix': 'translate English to Hinglish: ', 'input': ""No, I didn't. Not surprised though. Most movies tend to be. "", 'target': 'Nahi , maine nahi. Lekin mein surprise nahi hun zyadatar movies mein aisa hi hota hai.'}"
1716,"{'prefix': 'translate English to Hinglish: ', 'input': 'I do love the Jaws music though. ', 'target': 'Lekin Jaws ka music mujhe pasand hai.'}"
1717,"{'prefix': 'translate English to Hinglish: ', 'input': ""Agreed, it heightens the tension and makes it scarier, but that's kind of the point."", 'target': 'Agreed, ye tension ko badhata hai aur isko aur daravana banata hai, lekin shayad uska wahi point hai.'}"
1718,"{'prefix': 'translate English to Hinglish: ', 'input': ""Are you surprised at how high the rating is for the film's critic score? And if I heard the music while driving, I would think someone was coming to take me out. Haha"", 'target': 'Kya aap surprised hain ki is film ki critic score rating itni high hai ? Aur agar mein iska music driving karte samay sunoon to mujhe lagega ki koi mujhe maarne aa raha hai. Haha'}"
1719,"{'prefix': 'translate English to Hinglish: ', 'input': '97% is incredibly high, I would have thought that there would be at least some people throwing low scores in there somewhere.', 'target': '97% bahut zyada high hai , mujhe laga ki kam se kam kuch log to low scores denge.'}"
1720,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you agree that it\'s a ""cheerfully perverse"" scare movie?', 'target': 'Kya aap sehmat hai ki ye ""cheerfully perverse"" daravani movie hai ?'}"
1721,"{'prefix': 'translate English to Hinglish: ', 'input': 'That\'s what I thought as well. Maybe it\'s because it was never done before in it\'s time and was so different when it came out? It might be easier to ""give it a pass""   And I would say it could be ""cheerfully perverse"" depending on the kind of movies you enjoy. ', 'target': 'Mujhe bhi aisa hi lagta hai. Shayad isliye kyunki us zamane mein aisa pehle nahi hua tha aur jo nikal ke aaya wo kafi alag tha ? Usko """"give it a pass"" dena easier hoga aur mein kahunga ki ye ""cheerfully perverse"" depending on aap kaisi movies pasand karte hain.'}"
1722,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you think that it ""is too gruesome for children""? ', 'target': 'Kya aapko lagta hai ki it ""is too gruesome for children""?'}"
1723,"{'prefix': 'translate English to Hinglish: ', 'input': 'For small children, yes. I could see them having nightmares.', 'target': 'Chhote bacchon ke liye haan, unko nightmares aa sakte hain.'}"
1724,"{'prefix': 'translate English to Hinglish: ', 'input': 'I definitely agree with that. I do find it odd that it is considered a ""Thriller"" film. ', 'target': 'main definitely isase agree karta hoon. Mujhe yah ajeeb lagata hai ki ise ek ""Thriller"" film maana jaata hai.'}"
1725,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's interesting that in the key scenes it describes the economic impact on a beach town of the shark attacks. Makes you wonder if they'd cover something like that up to make more money in real life."", 'target': 'mujhe lagata hai ki yah interesting hai ki key scenes mein yah  shark attacks ke ek beach town pareconomic impact ka baare main batata hai. Aapako aashchary hota hai ki kya ve real life mein adhik paisa banaane ke lie aisa kuchh cover karenge.'}"
1726,"{'prefix': 'translate English to Hinglish: ', 'input': 'In today\'s society, I think that would absolutely be the case. Even if there was a bounty hunter hired, they would probably go, ""Nothing to see here, have fun!"" ', 'target': 'aaj ke society mein, mujhe lagata hai ki aisa hee hoga. yahaan tak \u200b\u200bki agar ek bounty hunter ko kaam par rakha gaya tha, to ve shaayad bolengain, ""yahaan dekhane ke lie kuchh bhee nahin hai, maze karo!""'}"
1727,"{'prefix': 'translate English to Hinglish: ', 'input': 'I find it interesting that they put it in a fictional ""New England resort town"". You would think they would\'ve picked somewhere in California since there\'s so many beaches and how huge it is. ', 'target': 'mujhe yah interesting lagata hai ki unhonne ise fictional  ""New England resort town"" mein rakha tha. Aapako lagata hai ki ve Californiamein kaheen aur le gae hote kyonki vahaan bahut saare beaches hain aur yah kitana vishaal hai.'}"
1728,"{'prefix': 'translate English to Hinglish: ', 'input': ""Agreed, there typically aren't many shark attacks in New England, usually further south or on the west coast."", 'target': 'Main ye maanta hoon ki , aamataur par  New England mein bahut saare shark attacks nahin hote hain, aamataur par south mein ya west coast par.'}"
1729,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't imagine I would keep going to the beach as a tourist if lots of people kept turning up dead."", 'target': 'main imagine nahin kar sakata ki main ek tourist ke roop mein  beacht par jata rahoongan , agar bahut saare log marate hue paaye jate rahein.'}"
1730,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree. The movie is kind of silly the more you think about it. Especially when people keep believing the town and beach team that everything is fine. Yet people keep dying? I guess they want you to suspend disbelief. Haha. ', 'target': 'Main agree karta hoon. Movie ek tarah se silly hai , jitana bhi aap isake baare mein sochate hain. khaasakar jab log shahar aur beach team par vishvaas karate rahate ki sab kuchh theek hai.phir bhee log marate rahate hain? mujhe lagata hai ki ve chaahate hain ki aap disbelief ko suspend karen. hah।'}"
1731,"{'prefix': 'translate English to Hinglish: ', 'input': 'Or you would think that tourists would join in on the bounty to make the money. ', 'target': 'ya aapako lagata hai ki tourists paisa banaane ke lie bounty mein shaamil honge.'}"
1732,"{'prefix': 'translate English to Hinglish: ', 'input': ""I wasn't aware that there were so many different types of sharks so near to the shore. "", 'target': 'mujhe pata nahin tha ki kinaare ke paas itane saare different type ke sharks the.'}"
1733,"{'prefix': 'translate English to Hinglish: ', 'input': 'The key scens describes both a tiger shark and a great white.', 'target': 'key scenes main tiger shark aur ek great white, donon ka varnan kiya gaya hai.'}"
1734,"{'prefix': 'translate English to Hinglish: ', 'input': ""I wonder if the mayor is paid off somewhere in the town or gets a cut of the beaches being open? He's far to adamant about keeping them open.   And I always thought Tiger Sharks were smaller. "", 'target': 'Main soch raha tha ki mayor sheher mein kahin paise leta hai ya beach ke khulne pe? Woh beach kholne par bohot adamant tha. Aur mujhe humesha lagta tha ki Tiger Sharks chotti hoti hain.'}"
1735,"{'prefix': 'translate English to Hinglish: ', 'input': 'I always think of Great White\'s as the huge ""Jaws"" sharks. ', 'target': 'Maine Great Whites ko humesha unn badi ""Jaws"" sharks ki tarah socha hai.'}"
1736,"{'prefix': 'translate English to Hinglish: ', 'input': ""It seems odd that they don't ask a scientist or marine biologist at some point to intervene."", 'target': 'Ajeeb hai ki woh kissi scientist ya marine biologist ko beech mein nahi laa rahe.'}"
1737,"{'prefix': 'translate English to Hinglish: ', 'input': 'Even the last key scene describes a pretty limited plan to hook the shark or harpoon it.', 'target': 'Last scene mein bhi bohot hi limited plan hai shark ko hook ya harpoon karne ka.'}"
1738,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree. They have an ""Oceanographer"" to help determine a shark attack. But no scientists ever get brought in to help the situation. ', 'target': 'Sahi, I agree. Unke paas shark attack determine karne ke liye ek ""Oceanographer"" hai. Par koi scientists nahi laaye help karne ke liye.'}"
1739,"{'prefix': 'translate English to Hinglish: ', 'input': 'It seems like a pretty poor plan, and they end up having to make it up as they go along. ', 'target': 'Kaafi bekar plan hai, aur aage jaate jaate woh plan banaate jaa rahe hain.'}"
1740,"{'prefix': 'translate English to Hinglish: ', 'input': 'It seems crazy that a shark could take out a ""Shark-proof"" cage. ', 'target': 'Kitna crazy hai ki shark ne ""shark-proof"" cage todd diya.'}"
1741,"{'prefix': 'translate English to Hinglish: ', 'input': 'Plus, the reward of only $10,000 seems pretty low to risk lives.', 'target': 'Aur, $10,000 ka reward bohot kam hai life risk karne ke liye.'}"
1742,"{'prefix': 'translate English to Hinglish: ', 'input': 'Maybe it was worth a lot more in 1975?', 'target': 'Shayad 1975 mein isse zyaada worth tha.'}"
1743,"{'prefix': 'translate English to Hinglish: ', 'input': ""I agree. Not worth it to me. I'll go on vacation in NYC instead and avoid the shark. Haha. "", 'target': 'Haan. Mere liye toh worth nahi hai. Shark ko chhod ke, main NYC vacation par chala jaoonga. Haha.'}"
1744,"{'prefix': 'translate English to Hinglish: ', 'input': ""And it was definitely worth more in 1975. I just don't know how much. "", 'target': 'Aur yeh 1975 Definitely adhik kimat ka hoga.me nahi janti how much.'}"
1745,"{'prefix': 'translate English to Hinglish: ', 'input': 'What did you think of Gal Gadots portrayal of Wonder Woman? ', 'target': 'wonder woman mei gal gadots portrayal ke bare mei kya khayal hai?'}"
1746,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought she did a great job.', 'target': 'mere khayal se usne bahut achcha kaam kiya.'}"
1747,"{'prefix': 'translate English to Hinglish: ', 'input': 'What did you thinK?', 'target': 'tumhara kya khayal hai?'}"
1748,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree! Loved it. ', 'target': 'mei sahmat hui payaar se.'}"
1749,"{'prefix': 'translate English to Hinglish: ', 'input': 'I thought she was a great choice.', 'target': 'mujhe lagata hai ki ye bahut achchi pasad thi .'}"
1750,"{'prefix': 'translate English to Hinglish: ', 'input': 'Me too!', 'target': 'mei bhi'}"
1751,"{'prefix': 'translate English to Hinglish: ', 'input': 'She was unknown to me before.', 'target': 'ye pahale mujhse anjaan thi.'}"
1752,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you know if she was in anything before Wonder Woman?', 'target': 'kya aap iske baare mei janate hai wonder woman ke pahale?'}"
1753,"{'prefix': 'translate English to Hinglish: ', 'input': 'So, what else did you like?', 'target': 'to, aapako aur kya pasand aaya?'}"
1754,"{'prefix': 'translate English to Hinglish: ', 'input': ""I didn't know Billy Crystal was the voice of Mike but I love it!"", 'target': 'mujhe nahi mahum thai ki Billy Crystal Mike ki voice the but achcha tha!'}"
1755,"{'prefix': 'translate English to Hinglish: ', 'input': 'Steve  Buscemi is in this too?', 'target': 'Steve Buscemi bhi isme hai?'}"
1756,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yes he is! I'm guessing you've seen Monsters University?"", 'target': 'haa vo hai! Mene shoch ki tumne Monsters University dekha hai?'}"
1757,"{'prefix': 'translate English to Hinglish: ', 'input': 'I did when it came out years ago, just never thought to look at the voice acting.', 'target': 'mene kiya jab ye kuch saal pahale aa gai thi, mene nahi socha tha ki voice acting hogi.'}"
1758,"{'prefix': 'translate English to Hinglish: ', 'input': 'When did you see it?', 'target': 'tumne kab dekha?'}"
1759,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello, how are ', 'target': 'Hello, kaise he'}"
1760,"{'prefix': 'translate English to Hinglish: ', 'input': 'you doing?', 'target': 'aap kar rahe hai?'}"
1761,"{'prefix': 'translate English to Hinglish: ', 'input': ""Hi!  I'm doing well, thanks!"", 'target': 'hi! main accha kar raha hun, thanks!'}"
1762,"{'prefix': 'translate English to Hinglish: ', 'input': 'So, what did you think of the blind side?', 'target': 'so, aapne blind side ke baare me kya socha?'}"
1763,"{'prefix': 'translate English to Hinglish: ', 'input': 'I love sports documentaries, so I favored this movie. H ow about you?', 'target': 'mujhe sports documentaries pasand hai, So main in movies ka favor karta hun, Aapka baare me kya hai?'}"
1764,"{'prefix': 'translate English to Hinglish: ', 'input': ""It was quite good.  I'm not surprised it got such good reviews on Cinemascore"", 'target': 'Ye quite good tha. Main surprised nahi hun ki ise cinemascore me itne acche reviews mile'}"
