,translation
553,"{'prefix': 'translate English to Hinglish: ', 'input': ""Allie's mom seems rude"", 'target': 'Allie ka mummy thoda rude thi'}"
554,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of scene 1', 'target': 'scene 1 ke baare mein aapka kya upai hein'}"
555,"{'prefix': 'translate English to Hinglish: ', 'input': ""Upper class family's in films always appear to be rude"", 'target': 'upper class family logon tho kabhi bhi rude hi hote'}"
556,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah', 'target': 'haan'}"
557,"{'prefix': 'translate English to Hinglish: ', 'input': 'The ending I think really does it for alot of people ', 'target': 'end mein muje kaafi logon ko dekhna mila'}"
558,"{'prefix': 'translate English to Hinglish: ', 'input': 'Okay so this is during the WOrld Wars', 'target': 'tho yeh world wars ke baare mein hein'}"
559,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like the vintage look in the first scenes', 'target': 'muje vintage look pasand hein us first scene mein'}"
560,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's getting sad at this point"", 'target': 'yeh tho sad hote jaa raha hein is point mein'}"
561,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think is 50/50 either you love it or hate it', 'target': 'Mujhe lagata hai ki 50/50 ya to aap ise love karate hain ya hate karate hain'}"
562,"{'prefix': 'translate English to Hinglish: ', 'input': ""It seems like Noah's  kind of like Gatsby in this scene since he's convinced a house is what will bring Allie"", 'target': 'Aisa lagata hai ki is darshy mein nooh kee tarah Gatsby hai kyonki use vishvaas hai ki ek ghar hai jo allie laega'}"
563,"{'prefix': 'translate English to Hinglish: ', 'input': 'back to him', 'target': 'Vaapas usake paas'}"
564,"{'prefix': 'translate English to Hinglish: ', 'input': 'Material things ', 'target': 'Saamagree cheezen'}"
565,"{'prefix': 'translate English to Hinglish: ', 'input': 'Anne interferes too much', 'target': 'Ainee bahut interferes karatee hai'}"
566,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm glad Allie ends up with Noah"", 'target': 'Mujhe khushee hai ki Allie Noah ke saath samaapt hota hai'}"
567,"{'prefix': 'translate English to Hinglish: ', 'input': 'I feel bad for Lon', 'target': 'Mujhe Lon kelie bura lag raha hai'}"
568,"{'prefix': 'translate English to Hinglish: ', 'input': 'What do you think of the last scene?', 'target': 'Tume  kya samajhate about last scene ?'}"
569,"{'prefix': 'translate English to Hinglish: ', 'input': 'Eh, this film is like the love in titanic ', 'target': 'Yah movie titanic mein pyaar kee tarah hai'}"
570,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hahah', 'target': 'Haha'}"
571,"{'prefix': 'translate English to Hinglish: ', 'input': 'There are great moments but over all the film is a bore', 'target': 'Movie mei bahut acha action hai but movie bahut bore hai.'}"
572,"{'prefix': 'translate English to Hinglish: ', 'input': 'I see', 'target': 'Mene dekha'}"
573,"{'prefix': 'translate English to Hinglish: ', 'input': 'The ending is one of those great moments ', 'target': 'Ye aant bhut acha hai'}"
574,"{'prefix': 'translate English to Hinglish: ', 'input': ""That's good to know"", 'target': 'Yah samajane mei acha hai'}"
575,"{'prefix': 'translate English to Hinglish: ', 'input': ""It looks like we're done"", 'target': 'Ye dekhane mei lagata hai ki hamane kiya'}"
576,"{'prefix': 'translate English to Hinglish: ', 'input': 'Nice talking to you', 'target': 'Aap se baat karke acha laga'}"
577,"{'prefix': 'translate English to Hinglish: ', 'input': 'what was your opinion on the movie?', 'target': 'ye movie aap ka opinion kya hi?'}"
578,"{'prefix': 'translate English to Hinglish: ', 'input': 'It does sound pretty interesting and I can see the reviews are pretty high', 'target': 'ye tho pretty interest lag raha hi aour mene dekha hi ki riviews tho pretty jyada hi.'}"
579,"{'prefix': 'translate English to Hinglish: ', 'input': 'I personally have watched this movie. I thought it was super cute and it can be related to general life.', 'target': 'mene khood dekha ye movie. me ne socha hi ki , ye tho bahut cute aour ye tho relate to general life.'}"
580,"{'prefix': 'translate English to Hinglish: ', 'input': 'are you familiar with any of the actors?', 'target': 'aap pi chanta hi kya koyi actors ko?'}"
581,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes the short reviews at the bottom suggest it is thought provoking. ', 'target': 'ha, ye neeche chota reviews hi na , vo tho thoda sochne ka hi.'}"
582,"{'prefix': 'translate English to Hinglish: ', 'input': ""I can't say for sure but gennifer Goodwin sounds familiar"", 'target': 'me ne nahi bhol sakta hi surely, but gennifer goodwin tho bahut familiar hi.'}"
583,"{'prefix': 'translate English to Hinglish: ', 'input': 'Have you seen any other movies from the director? ', 'target': 'aap koyi movies dekha hi kya ye director ka?'}"
584,"{'prefix': 'translate English to Hinglish: ', 'input': 'Honestly, when I watch movies, I hardly ever pay attention to who made it. ', 'target': 'saccha yi se , jab mi ne dekte hu movies ko, mi ne utna attention nahi rakta hu, ye koun banaya hi.'}"
585,"{'prefix': 'translate English to Hinglish: ', 'input': 'have you?', 'target': 'aap kuch?'}"
586,"{'prefix': 'translate English to Hinglish: ', 'input': 'Nope. I am a sucker for movies with animated animals though so I will definitely have to check this out. ', 'target': 'nahi. muje toh animated animal movies koh pasand hein toh mein jarur usse check karunga'}"
587,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yea, Judy Hopps is the main character and is considered the first ever bunny cop. Sounds funny. ', 'target': 'yea, judy hopps toh main character hein, aur voh toh pehla bunny cop hein. badi funny laga'}"
588,"{'prefix': 'translate English to Hinglish: ', 'input': ""Agreed. There's a comment at the bottom about species stereotypes which sounds interesting too"", 'target': 'maantha hoon. kuch species stereotype ka comment bottom mein hein bahut interesting laga'}"
589,"{'prefix': 'translate English to Hinglish: ', 'input': 'But they thought she would be able to handle being a cop  because shes a bunny.', 'target': 'lakin sab sochthe the ki yek bunny kaise cop bana aur voh kaise handle kar paathe'}"
590,"{'prefix': 'translate English to Hinglish: ', 'input': 'Most of the cop or police are normally these big animals.', 'target': 'kahi cop yar police toh badi badi animals hi role play karte.'}"
591,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yep. Which to me is a bit counterintuitive because you think of rabbits being a prey species so more likely to run away from trouble. ', 'target': 'haan. muje bhi thoda counterintuitive laga kyon ki rabbit toh yek prey species hein aur voh toh trouble mein run karna hi pasand karega'}"
592,"{'prefix': 'translate English to Hinglish: ', 'input': 'Exactly.', 'target': 'bilkul'}"
593,"{'prefix': 'translate English to Hinglish: ', 'input': 'Of course the fox has to be the bad guy', 'target': 'haan aur fox toh bad guy hein'}"
594,"{'prefix': 'translate English to Hinglish: ', 'input': 'Actually, he is displayed as the slick fox. Always trying to con his way in to something.', 'target': 'actually, voh toh alick fox ko dekhayi gaya hein... kabhi bhi voh usko ache ke taraf hi le ja raha tha'}"
595,"{'prefix': 'translate English to Hinglish: ', 'input': 'But he turns out to be a good guy. ', 'target': 'lakin voh toh good guy nikhla'}"
596,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm trying to figure out who otterton and Manchas are from the new paragraph that flashed up"", 'target': 'mai figure out karne ki koshish kar raha ahi ki otterton aur Manchas kya new paragraph se flash up hue hai'}"
597,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh so like another goes away from the norm type of character in the fox', 'target': 'are to ye ek aur gaya apne fox ke character se door'}"
598,"{'prefix': 'translate English to Hinglish: ', 'input': 'Key scene two shows rabbit and fox working together! ', 'target': 'key scene me rabbit aur fox dono ko together working karte dikhaya hai'}"
599,"{'prefix': 'translate English to Hinglish: ', 'input': 'Otterton is a missing person that judy is trying to find', 'target': 'otterton ek missing person hai jise judy dhundhne ki koshish kar rahi hai'}"
600,"{'prefix': 'translate English to Hinglish: ', 'input': 'Judy kind of blackmailed Nick(fox) in working with her.', 'target': 'Judy ne lagbhag Nick(fox) ko blackmai kiya uske sath work karne ke liye'}"
601,"{'prefix': 'translate English to Hinglish: ', 'input': 'I see. It sounds like a movie that has a well developed story line', 'target': 'I see, yah to us movie ki tarah sound kar raha hai jiska ek well developed story line hai'}"
602,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was a very good kids movie.', 'target': 'yah kids ki lye badhiya movie thi'}"
603,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm just shocked that it wasn't as big as the Disney movies"", 'target': 'mujhe ye dekh ke shock laga kiy Disney movies ki tarah badi nahi hai'}"
604,"{'prefix': 'translate English to Hinglish: ', 'input': ""Oh ok. I'm a little bit wary of rotten tomato ratings also"", 'target': 'Oh ok, mai bhi rotten tomato ki rating ko lekar dukhi rahta hu.'}"
605,"{'prefix': 'translate English to Hinglish: ', 'input': 'They can sometimes stray quite far from the other review sites of a bunch of very keen reviewers want to bump the score', 'target': 'kabhi kabhi wo dusri review sites se jo kuch keen reveiwers ke dwara hoti hai kafi bhatak jate hai'}"
606,"{'prefix': 'translate English to Hinglish: ', 'input': 'Ok scene three has some drug manufacturing going on! ', 'target': 'Ok scene three me kuch drug manufacturing ho rahi hai.'}"
607,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, the drugs make the animals revert to their natural state.', 'target': 'Yes, drugs animals ko wapas unki natural state me le aati hai.'}"
608,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh so there must be some other force making them break moulds', 'target': 'oh wanha par kuch dusra force bhi hona chahiye unko break moulds banane ke liye.'}"
609,"{'prefix': 'translate English to Hinglish: ', 'input': 'They become crazy animals again', 'target': 'Wo fir se crazy animals ban gaye.'}"
610,"{'prefix': 'translate English to Hinglish: ', 'input': 'But this is all while they still think Judy is a small cop', 'target': 'but ye sab tab bhi hai jab unhe laga thai ki Judy small cop hai'}"
611,"{'prefix': 'translate English to Hinglish: ', 'input': 'so they still dont consider her a strong animal', 'target': 'so wo abhi bhi use strong animal nahi consider karte.'}"
612,"{'prefix': 'translate English to Hinglish: ', 'input': 'I see. Interesting. Hope she gets more respect later with all the arrests', 'target': 'I see, Interesting. Hope baki arrests ke baad use or jyada respect mile'}"
613,"{'prefix': 'translate English to Hinglish: ', 'input': 'yea she does', 'target': 'Yea usne kar dikhaya'}"
614,"{'prefix': 'translate English to Hinglish: ', 'input': 'would you see this movie?', 'target': 'Kya tum se movie dekhoge?'}"
615,"{'prefix': 'translate English to Hinglish: ', 'input': 'The Movie is Catch me if you can and you should absolutely go see it!', 'target': 'Movie  hai Catch me if you aur tumhe bilkul jaakar dekhna chahiye'}"
616,"{'prefix': 'translate English to Hinglish: ', 'input': 'Really', 'target': 'sach mein'}"
617,"{'prefix': 'translate English to Hinglish: ', 'input': 'Q', 'target': 'Q'}"
618,"{'prefix': 'translate English to Hinglish: ', 'input': 'Why', 'target': 'kyun'}"
619,"{'prefix': 'translate English to Hinglish: ', 'input': 'It has a 96% on Rotten Tomatoes and has Tom Hanks as well as Amy adams in it', 'target': 'Iska Rotten Tomatoes par score 96% hai aur isme Tom Hanks ke saath me Amy adams bhi hai'}"
620,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh', 'target': 'Oh'}"
621,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is directed by Speilburg ', 'target': 'Ise Speilburg ne direct kiya hai'}"
622,"{'prefix': 'translate English to Hinglish: ', 'input': 'It follows Frank Abagnale Jr  who before his 19th birthday conned millions of dollars from people posing as a pilot and even a doctor', 'target': 'Ye  Frank Abagnale Jr ko follow karta hai, jisne uske 19th birthday se pehle logo se millions dollars conned kiye the,  Pilot aur kabhi doctor ki tarah pose karke'}"
623,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you have any questions about the film?', 'target': 'kya tumhe filme ke baare me koi questions hai?'}"
624,"{'prefix': 'translate English to Hinglish: ', 'input': 'are you still there?', 'target': 'kya tum abhi bhi yanhi ho?'}"
625,"{'prefix': 'translate English to Hinglish: ', 'input': 'hello?', 'target': 'Hello?'}"
626,"{'prefix': 'translate English to Hinglish: ', 'input': 'The movie is from 2002', 'target': 'Ye movie 2002 ki hai'}"
627,"{'prefix': 'translate English to Hinglish: ', 'input': 'Leonardo Dicaprio is in it', 'target': 'Isme Leonardo Dicaprio hai'}"
628,"{'prefix': 'translate English to Hinglish: ', 'input': 'Christopher Walken and Martin SHeen are also in this film in supporting roles', 'target': 'is film mein Christopher Walken aur Martin SHeen bhee supporting roles mein hain'}"
629,"{'prefix': 'translate English to Hinglish: ', 'input': 'His primary crime was check fraud', 'target': 'usaka primary crime check fraud tha'}"
630,"{'prefix': 'translate English to Hinglish: ', 'input': 'Some critics thought it was a bit long', 'target': 'kuchh critics logon ka maanana \u200b\u200btha ki yah thoda lamba tha'}"
631,"{'prefix': 'translate English to Hinglish: ', 'input': ' Some critics found the film very funny. Moreso than any actual comedies', 'target': 'kuchh critics ne film ko bahut funny paaya. Kisee bhee actual comedies kee comparison mein.'}"
632,"{'prefix': 'translate English to Hinglish: ', 'input': 'It was a biographic film', 'target': 'yah ek  biographic film thee'}"
633,"{'prefix': 'translate English to Hinglish: ', 'input': 'Cinema Score gave it an A-', 'target': 'Cinema Score ne ise  A- diya'}"
634,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello. Do you like movies?', 'target': 'HELLO, KYA AAP KO MOVIES PASAND HEIN?'}"
635,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes, but ones based on old toys are werid', 'target': 'HAAN, OLD TOYS KE BASED HO THO PASAND HEIN, THODA WERID HEIN'}"
636,"{'prefix': 'translate English to Hinglish: ', 'input': ""This one is called Real Steel and I trying to remember if I've watched it."", 'target': 'REAL STEEL THO YAAD HEIN, MEIN DEKHA HOON'}"
637,"{'prefix': 'translate English to Hinglish: ', 'input': ""I haven't, no interest in it"", 'target': 'MEIN NAHI, MUJE KOI INTEREST NAHI HEI'}"
638,"{'prefix': 'translate English to Hinglish: ', 'input': ""I agree with the reviewer stating it's Rocky with robots"", 'target': 'MEIN MAANTHA HOON, ROCKY KA REVIEWER KO US ROBOTS KE BAARE MEIN'}"
639,"{'prefix': 'translate English to Hinglish: ', 'input': ""I also think it's a little bit inspired by rock em sock em robots, an old toy"", 'target': 'MEIN BHI SOCH RAHA HOON, KI YEH KUCH ROCK SE INSPIRED HEIN, JO SOCK JO ROBOTS AUR OLD TOY SE'}"
640,"{'prefix': 'translate English to Hinglish: ', 'input': 'Okay. I do remember watching it, because I saw that Hugh Jackman was in it. ', 'target': 'ACHA, MUJE BHI YAAD AAYA, KYON KI MEIN HUGH JACKMAN KO DEKHA US SAMAI'}"
641,"{'prefix': 'translate English to Hinglish: ', 'input': ""Sometimes I'll watch these if they keep my interest. I think I only watched it because of him."", 'target': 'SOMETIMES, MUJE INTEREST KE ANUSAR DEKHNA PASAND KARTHA.. MEIN THO UNKE LIYE HI WATCH KARTHA'}"
642,"{'prefix': 'translate English to Hinglish: ', 'input': 'He is a good actor Nice to see him as someone other than Logan once in a while, lol', 'target': 'VOH ACHE ACTOR HEIN, LOGAN SE ACHE HEIN'}"
643,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yea, I like thrillers or drama, who-dun-it kind of movies.', 'target': 'HAAN, MUJE THRILLER AUR DRAMA KO PASAND HEIN,'}"
644,"{'prefix': 'translate English to Hinglish: ', 'input': 'This is more of an action film with robots', 'target': 'YEH ROBOTS KA JYADA ACTION FILM MEIN SE YEK HEIN'}"
645,"{'prefix': 'translate English to Hinglish: ', 'input': ""Rotten tomatoes gives it 59 percent. I guess that means they say it's an ok kind of move. I remember the boxing robots though."", 'target': 'ROTTEN TOMATOES NEH THO 59% DIYA.. I GUESS KI YEH US KIND KA MOVIES KE LIYE THO OK HE HEY.. MUJE VOH BOXING ROBOTS KO YAAD HEIN'}"
646,"{'prefix': 'translate English to Hinglish: ', 'input': ""The deal where the winner gets the loser's robot seems a bit extreme"", 'target': 'DEAL THA KI JO WIN KAREGA USSE US HAARA VALA ROBOT MILEGA, THODA EXTREME THA US DEAL'}"
647,"{'prefix': 'translate English to Hinglish: ', 'input': 'Lol. I see the movie was filmed totally in Michigan. Good for them. Tax credits. ', 'target': 'LOL, MEIN MICHIGAN KA MOVIE PURRA DEKHA, ACHA HEI, TAX CREDITS'}"
648,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yeah, that was nice while it lasted. Seems to have dried up though', 'target': 'HAAN, VOH VAAKAHI MEIN ACHE HEIN.. LAGHTHA HEIN KI VOH DRIED UP KIYA HEIN'}"
649,"{'prefix': 'translate English to Hinglish: ', 'input': 'I live in Ohio and I hear about those ""credits"" for movies being made here. Normally I\'d watch Hugh Jackman in other movies.', 'target': 'MEIN OHIO ME REHENE VALA HOON, AUR ME KAAFI US MOVIES KA CREDITS SUNA HOON... NORMALLY MEIN HUGH JACKMAN KA MOVIES DEKHNA PASAND KARTHA'}"
650,"{'prefix': 'translate English to Hinglish: ', 'input': ""He's a decent actor. "", 'target': 'VOH DECENT ACTOR HEIN'}"
651,"{'prefix': 'translate English to Hinglish: ', 'input': ""Didn't realize this movie was that old - 2011, time goes quick. I don't recognize the other actors."", 'target': 'MUJE YAKIN HI NAHI HOTA KI VOH 2011 KA HEIN, TIME THO QUICK JAATHA HEIN... MUJE DUSRE ACTORS KO RECOGNIZE NAHI HUVA'}"
652,"{'prefix': 'translate English to Hinglish: ', 'input': 'Neither do i', 'target': 'MUJE BHI'}"
653,"{'prefix': 'translate English to Hinglish: ', 'input': 'This reads like a standard boxing movie... but with robots', 'target': 'MEIN STANDARD BOXING MOVIES KE TARAH PADTHA THA, LEKIN ROBOTS KE SAATH'}"
654,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you like boxing as a sport?', 'target': 'aapko sport yek boxing ka pasand hein?'}"
655,"{'prefix': 'translate English to Hinglish: ', 'input': 'Nah', 'target': 'nahi'}"
656,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't like most sports though"", 'target': 'muje kuch sports pasand nahi hein'}"
657,"{'prefix': 'translate English to Hinglish: ', 'input': 'I\'m reading through here looking for interesting facts about the movie. It says the film\'s based on a short story called ""Steel"" which was orginally published in 1956, later adapted into a Twilight Zone episode in 1963. Now that\'s interesting. The old Twilight Zone shows frightened me. lol', 'target': 'mein is movie ka interesting facts ko read karne ki koshis kar rahi thi.. isme likh hein ki, yeh film short story se based hein aur steel ka originally published kiya hein jo 1956 mein released, later twilight zone us episode ko 1963 ko adapt kiya, ab interesting hein, purana twilight zone tho kitna frightened hein. lol'}"
658,"{'prefix': 'translate English to Hinglish: ', 'input': ""I love old Twilight Zone but don't recall the one this is based on"", 'target': 'muje old twilight zone hi pasand hein, ab recall mat karo'}"
659,"{'prefix': 'translate English to Hinglish: ', 'input': ""True. Weird, but even today some of the episodes spooked me.  It says the Metacritic Score 56/100. Who's Metacritic? "", 'target': 'true, weird tha lekin kuch episode tho muje spooked hein.. metacritic ka score tho 56/100, vaise metacritic kon hein?'}"
660,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think they're another review aggregate site?"", 'target': 'muje lagtha ki, vo another review site hoga'}"
661,"{'prefix': 'translate English to Hinglish: ', 'input': 'I watch the Twilight Zone mrathons on Syfy all the time', 'target': 'mein tho kahi baar twilight zone mrathons dekha hoon'}"
662,"{'prefix': 'translate English to Hinglish: ', 'input': ""If I watch them, it's only in daytime. I'm such a wimp. lol. I'm not familiar with director either - Shawn Levy"", 'target': 'mein tho daytime mein hi dekhtha.. mein tho wimp hoon.lol.. muje us film ka director itna familiar nahi hein- shawn levy'}"
663,"{'prefix': 'translate English to Hinglish: ', 'input': ""Doesn't ring any bells for me either"", 'target': 'muje bhi  koi bell mat ring karo'}"
664,"{'prefix': 'translate English to Hinglish: ', 'input': ""Genre is Science, Sports, yep that's true."", 'target': 'Genre tho science, sports hein'}"
665,"{'prefix': 'translate English to Hinglish: ', 'input': 'hello there!', 'target': 'hello there!'}"
666,"{'prefix': 'translate English to Hinglish: ', 'input': 'how are you doing?', 'target': 'Aap kaise kar rahe ho?'}"
667,"{'prefix': 'translate English to Hinglish: ', 'input': 'I believe I am supposed to convey to you why you should read The Social Network', 'target': 'I believe ki mujhe aapko batana chahiye ki aapko kyun Social Network read karna chahiye.'}"
668,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm well, thanks!"", 'target': 'Me accha hun, thanks'}"
669,"{'prefix': 'translate English to Hinglish: ', 'input': 'Social Network the movie?', 'target': 'Social Network ek movie hai?'}"
670,"{'prefix': 'translate English to Hinglish: ', 'input': 'Correct!', 'target': 'Sahi hai'}"
671,"{'prefix': 'translate English to Hinglish: ', 'input': 'What were you tasked with?', 'target': 'Aapko kya task sopa gaya tha?'}"
672,"{'prefix': 'translate English to Hinglish: ', 'input': 'To discuss a movie with you', 'target': 'Aapke sath movie ki charcha karne ka'}"
673,"{'prefix': 'translate English to Hinglish: ', 'input': 'try to gather info and decide if I want to watch it at the end', 'target': 'Janakaaree ikattha karane ka try karen aur tay kare, agar main ise end mein dekhana chahata hu'}"
674,"{'prefix': 'translate English to Hinglish: ', 'input': 'Which movie?', 'target': 'Kaun si Movie?'}"
675,"{'prefix': 'translate English to Hinglish: ', 'input': 'Well I watched The Social Movie about 5 years ago for the first time and highly enjoyed it. ', 'target': 'Accha, maine pahali baar 5 saal pahale The Social Movie dekhi thi aur mujhe bahut maza aaya tha.'}"
676,"{'prefix': 'translate English to Hinglish: ', 'input': 'which ever movie you were tasked with to talk to me about - in this case the Social Network', 'target': 'Social Network ki koi bhi movie mein aapako mujse baat karane ka task saupa gaya tha'}"
677,"{'prefix': 'translate English to Hinglish: ', 'input': ""In particular Eisenberg's portrayal of Zuckerberg was highly compelling"", 'target': 'vises roop se, Zuckerberg ka Eisenberg ka chitran atyadhik sammohak tha'}"
678,"{'prefix': 'translate English to Hinglish: ', 'input': ""and it's funny as well"", 'target': 'aur wo funny bhi tha'}"
679,"{'prefix': 'translate English to Hinglish: ', 'input': 'Eisenberg is the lead actor?', 'target': 'kya Eisenberg pramukh actor hai?'}"
680,"{'prefix': 'translate English to Hinglish: ', 'input': 'And if you did not attend an Ivy League university, it gives you a sneak peak of what life inside one may be like', 'target': 'aur agar tumne Ivy League university attend nahi kiya to ye tumhe sneak peek deti hai ki inke andar life kaisi hogi.'}"
681,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes he is the lead actor', 'target': 'han wo lead actor hai'}"
682,"{'prefix': 'translate English to Hinglish: ', 'input': 'do you know which other movies he was in?', 'target': 'kya tum jante ho aur kis movies mein wo tha?'}"
683,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm not sure actually"", 'target': 'actually main sure nahi hu'}"
684,"{'prefix': 'translate English to Hinglish: ', 'input': 'This is the only one of his that I know at all', 'target': 'ye iski only one hai jo mujhe pata hai'}"
685,"{'prefix': 'translate English to Hinglish: ', 'input': ""I hope he's not being typecast as Zuckerberg"", 'target': 'I hope wo as Zuckerberg typecast nahi ho raha'}"
686,"{'prefix': 'translate English to Hinglish: ', 'input': 'Because he is a majorly talented actor', 'target': 'kyunki wo bohat talented actor hai'}"
687,"{'prefix': 'translate English to Hinglish: ', 'input': 'what other actors were there?', 'target': 'aur konse actors they isme'}"
688,"{'prefix': 'translate English to Hinglish: ', 'input': 'Justin Timberlake and Armie Hammer were also in it!', 'target': 'isme Justin Timberlake aur Armie Hammer bhi they'}"
689,"{'prefix': 'translate English to Hinglish: ', 'input': 'Timberlake was cool', 'target': 'Timberlake cool tha'}"
690,"{'prefix': 'translate English to Hinglish: ', 'input': 'He played the founder of Napster', 'target': 'usne napster ke founder ka role play kiya'}"
691,"{'prefix': 'translate English to Hinglish: ', 'input': 'and which was your favorite character?', 'target': 'aur tumhara favorite character kon tha?'}"
692,"{'prefix': 'translate English to Hinglish: ', 'input': 'Probably Eisenberg as Zuckerberg', 'target': 'Probably Eisenberg Zuckerberg ke rup me'}"
693,"{'prefix': 'translate English to Hinglish: ', 'input': 'wasn', 'target': 'wasn'}"
694,"{'prefix': 'translate English to Hinglish: ', 'input': ""wasn't the most likable character (that was probably Saverin) but he played the role incredbily well"", 'target': 'kyun nahi sabse likable character (jo ki nishchit hi Saverin hai) par usne role ko incredbily well play kiya'}"
695,"{'prefix': 'translate English to Hinglish: ', 'input': 'a nuanced portrait', 'target': 'bahut hi nuanced portrait'}"
696,"{'prefix': 'translate English to Hinglish: ', 'input': 'so the film is entirely biographical?', 'target': 'to movie puri tarah se biographical hai'}"
697,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes', 'target': 'yes'}"
698,"{'prefix': 'translate English to Hinglish: ', 'input': 'although I know that Zuckerberg has complained about the accuracy of the plot', 'target': 'although mujhe pata hai ki zukerberg ne plot ki accuracy ke baare me complain ki hai'}"
699,"{'prefix': 'translate English to Hinglish: ', 'input': ""there's quite a bit of tension in it"", 'target': 'isme kafi tension hai'}"
700,"{'prefix': 'translate English to Hinglish: ', 'input': 'does it feature the ""evil twins""? (I forgot their names)', 'target': 'kya usme ""evil twins"" feature hote hain? (Main unka naam bhul gaya)'}"
701,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes!', 'target': 'Han!'}"
702,"{'prefix': 'translate English to Hinglish: ', 'input': 'The Winklevoss twins!', 'target': 'Winklevoss twins!'}"
703,"{'prefix': 'translate English to Hinglish: ', 'input': ""although they don't sound/appear that evil in the film"", 'target': 'although wo film mein evil nahi dikhte'}"
704,"{'prefix': 'translate English to Hinglish: ', 'input': 'they look cheated actually ', 'target': 'wo actually mein cheated lagey'}"
705,"{'prefix': 'translate English to Hinglish: ', 'input': ""what's your favorite scene?"", 'target': 'tumhara favorite scene kya hai?'}"
706,"{'prefix': 'translate English to Hinglish: ', 'input': 'Probably the deposition of Zuckerberg', 'target': 'shayad Zuckerberg ki deposition'}"
707,"{'prefix': 'translate English to Hinglish: ', 'input': ""when he's being investigated for fraudulently  claiming he came up with the idea for Facebook"", 'target': 'jab wo investigate ho raha tha fraudulently claim karne ke liye ki Facebook ka idea usne socha'}"
708,"{'prefix': 'translate English to Hinglish: ', 'input': 'how about the soundtrack? anything worth noting?', 'target': 'soundtrack kaisa hai? worth noting kuch hai?'}"
709,"{'prefix': 'translate English to Hinglish: ', 'input': 'I agree do you like action movies?', 'target': 'MY SEHMAT HOON. KYA AAP ACTION MOVIE PASAND KARTHE HO?'}"
710,"{'prefix': 'translate English to Hinglish: ', 'input': 'I like some action movies, yes.  Do you?', 'target': 'MAIN KUCHH MOVIE PASAND KARTHA HOON.AAP KYA PASAND KARTHE HO?'}"
711,"{'prefix': 'translate English to Hinglish: ', 'input': 'yea I enjoy most', 'target': 'MY ZYADDA MOVIE PASAND KARTHA HOON'}"
712,"{'prefix': 'translate English to Hinglish: ', 'input': 'John Wick is really good', 'target': 'JOHN WICK BAHUTH ACHHA HAI'}"
713,"{'prefix': 'translate English to Hinglish: ', 'input': 'Agreed.  I liked both of them. You?', 'target': 'MY SEHMAT HOON. MAIN DONO PASAND KARTHA HOON.AAP?'}"
714,"{'prefix': 'translate English to Hinglish: ', 'input': 'same', 'target': 'MAIN BHI'}"
715,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you like one more than the other?', 'target': 'KYA AAP EK DOODARE SE ZYAADA PASAND KARTHE HO?'}"
716,"{'prefix': 'translate English to Hinglish: ', 'input': 'both about the same', 'target': 'DONO EK HI KE BARE ME HAI'}"
717,"{'prefix': 'translate English to Hinglish: ', 'input': 'Will you see the next one?', 'target': 'AAP DOOSARA DEKH SAKTHE HO?'}"
718,"{'prefix': 'translate English to Hinglish: ', 'input': 'yea', 'target': 'THEEK HAI'}"
719,"{'prefix': 'translate English to Hinglish: ', 'input': 'What other movies do you like?', 'target': 'AAP DOOSARA KAUNSA MOVIE PASAND KARTHE HAI?'}"
720,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you like fast and the furious movies?', 'target': 'AAP FAST AND FURIOUS MOVIE PASAND KARTHE HAI?'}"
721,"{'prefix': 'translate English to Hinglish: ', 'input': 'so are you familiar with this movie? ', 'target': 'To aap ye movie ke sath familiar he?'}"
