,translation
2122,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is directed by a French studio Mac Guff, but Illumination Entertainment bought the studio and released this film with Universal Pictures.', 'target': 'Ye ek French studio Mac Guff ne banayi hai, lekin Illumination Entertainment ne us studio ko kharid liya aur Universal Pictures ke saath us movie ko release kia.'}"
2123,"{'prefix': 'translate English to Hinglish: ', 'input': ""Oh wow I didn't know Universal had his hands on animation."", 'target': 'oh wow mujhe nahi pata tha universal had their hands in animation'}"
2124,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't think they're involved either because it was a computer animation film."", 'target': 'main bhi nahi. Mujhe lagta hain wo involved they kyunki ye Computer Animated film hai.'}"
2125,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, that makes sense.', 'target': 'oh. makes sense'}"
2126,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you want to see him with your kids or let them see him while you do other things?', 'target': 'kya tum isey apne bacchon ke saath dekhoge ya unhe dekhne doge jab tum kuch aur kar rahe hoge?'}"
2127,"{'prefix': 'translate English to Hinglish: ', 'input': 'Looks like it can be fun for the whole family.', 'target': 'I think unke saath ise dekhne me mujhe accha lagega. Aisa lagta hai ye puri family ke fun hoga.'}"
2128,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hi, the rotten tomatoes score is great but the meta critic score seems a little low a movie of this quality. ', 'target': 'namaste, sada hua tomatoes score mahaan hai, lekin meta critic score is gunavatta kee philm se thoda kam lagata hai.'}"
2129,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you think you will like the movie', 'target': 'kya aapako lagata hai ki aapako film pasand aaegee'}"
2130,"{'prefix': 'translate English to Hinglish: ', 'input': 'What kind of movie is it', 'target': 'yah kis tarah kee philm hai'}"
2131,"{'prefix': 'translate English to Hinglish: ', 'input': 'when was the movie made?', 'target': 'film  kab banee thee?'}"
2132,"{'prefix': 'translate English to Hinglish: ', 'input': 'Wonder woman, I think i would enjoy this movie very much', 'target': 'aashchary hai ki mahila, mujhe lagata hai ki mujhe is film mein bahut maja aaega'}"
2133,"{'prefix': 'translate English to Hinglish: ', 'input': 'Whats the name of the movie', 'target': 'film ka kya naam hai'}"
2134,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is a action movie set in the DC comic world', 'target': 'yah deesee komik duniya mein sthaapit ek ekshan philm hai'}"
2135,"{'prefix': 'translate English to Hinglish: ', 'input': 'Who stars in the movie', 'target': ': film mein kaun sitaare hain'}"
2136,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello, lazy tomato scores are good, but super-censorship scores seem a little low on the quality of such films.', 'target': 'namaste, sada hua tomatoes score mahaan hai, lekin meta critic score is gunavatta kee philm se thoda kam lagata hai.'}"
2137,"{'prefix': 'translate English to Hinglish: ', 'input': ""Do you think you'd like the movie?"", 'target': 'kya aapako lagata hai ki aapako film pasand aaegee'}"
2138,"{'prefix': 'translate English to Hinglish: ', 'input': 'When was the movie taken?', 'target': 'film  kab banee thee?'}"
2139,"{'prefix': 'translate English to Hinglish: ', 'input': ""Admir women, I think I'm gonna love this movie."", 'target': 'aashchary hai ki mahila, mujhe lagata hai ki mujhe is film mein bahut maja aaega'}"
2140,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's an action film on the DC Comic World."", 'target': 'yah deesee komik duniya mein sthaapit ek ekshan philm hai'}"
2141,"{'prefix': 'translate English to Hinglish: ', 'input': ""- Who's in the movie?"", 'target': ': film mein kaun sitaare hain'}"
2142,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello, the score of rotten tomatoes is excellent, but the critical score seems a little low a film of this quality.', 'target': 'namaste, sada hua tomatoes score mahaan hai, lekin meta critic score is gunavatta kee philm se thoda kam lagata hai.'}"
2143,"{'prefix': 'translate English to Hinglish: ', 'input': ""You think you're gonna like the movie?"", 'target': 'kya aapako lagata hai ki aapako film pasand aaegee'}"
2144,"{'prefix': 'translate English to Hinglish: ', 'input': 'What kind of movie is it?', 'target': 'yah kis tarah kee philm hai'}"
2145,"{'prefix': 'translate English to Hinglish: ', 'input': 'When was the film made?', 'target': 'film  kab banee thee?'}"
2146,"{'prefix': 'translate English to Hinglish: ', 'input': ""Wonderful woman, I think I'd love this movie very much."", 'target': 'aashchary hai ki mahila, mujhe lagata hai ki mujhe is film mein bahut maja aaega'}"
2147,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's an action film in the world of comics DC"", 'target': 'yah deesee komik duniya mein sthaapit ek ekshan philm hai'}"
2148,"{'prefix': 'translate English to Hinglish: ', 'input': 'Who played in the movie?', 'target': ': film mein kaun sitaare hain'}"
2149,"{'prefix': 'translate English to Hinglish: ', 'input': 'the movie was made in 2015', 'target': 'Movie 2015 mein banee thee'}"
2150,"{'prefix': 'translate English to Hinglish: ', 'input': 'did it do well in theaters?', 'target': 'kya isane theaters mein achchha pradarshan kiya?'}"
2151,"{'prefix': 'translate English to Hinglish: ', 'input': 'did I have to see other movies to get it?', 'target': 'Kya mujhe ise paane kelie any movie dekhanee hongee?'}"
2152,"{'prefix': 'translate English to Hinglish: ', 'input': 'The main character is Gal Gadot, but also stars  Chris Pine, Robin Wright and Danny Huston', 'target': 'Main character Gal gadot hai, lekin Chris pine, Robin wright aur Danny huston bhi hain'}"
2153,"{'prefix': 'translate English to Hinglish: ', 'input': 'No i think this movie is a stand alone piece that you wont need knoledge of other movies to understand it', 'target': 'Nahin, mujhe lagata hai ki yah movie ek stand alone piece hai jise samajhane ke lie aapako movies  ke knowledge kee aavashyakata nahin hogee'}"
2154,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is a war movie action movie', 'target': 'Yah ek war moovie ekshan movie hai'}"
2155,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you think this is a family movie for the kids', 'target': 'Kya aapako lagata hai ki yah bachchon kelie ek paarivaarik movie hai'}"
2156,"{'prefix': 'translate English to Hinglish: ', 'input': 'The video was filmed in 2015.', 'target': 'Movie 2015 mein banee thee'}"
2157,"{'prefix': 'translate English to Hinglish: ', 'input': 'How are you doing at the theater?', 'target': 'kya isane theaters mein achchha pradarshan kiya?'}"
2158,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do I have to see another movie to get it?', 'target': 'Kya mujhe ise paane kelie any movie dekhanee hongee?'}"
2159,"{'prefix': 'translate English to Hinglish: ', 'input': 'The main characters are Gal Gadot, but they also include stars Chris Pine, Robin Wright and Danny Huston.', 'target': 'Main character Gal gadot hai, lekin Chris pine, Robin wright aur Danny huston bhi hain'}"
2160,"{'prefix': 'translate English to Hinglish: ', 'input': ""No, I think this movie is independent. You don't need to understand it from other movies."", 'target': 'Nahin, mujhe lagata hai ki yah movie ek stand alone piece hai jise samajhane ke lie aapako movies  ke knowledge kee aavashyakata nahin hogee'}"
2161,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's a war movie action film."", 'target': 'Yah ek war moovie ekshan movie hai'}"
2162,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you think this is a home movie for the kids?', 'target': 'Kya aapako lagata hai ki yah bachchon kelie ek paarivaarik movie hai'}"
2163,"{'prefix': 'translate English to Hinglish: ', 'input': 'The film was made in 2015', 'target': 'Movie 2015 mein banee thee'}"
2164,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you do well in the theaters?', 'target': 'kya isane theaters mein achchha pradarshan kiya?'}"
2165,"{'prefix': 'translate English to Hinglish: ', 'input': 'He had to watch other movies to get it?', 'target': 'Kya mujhe ise paane kelie any movie dekhanee hongee?'}"
2166,"{'prefix': 'translate English to Hinglish: ', 'input': 'The main character is Gal Gadot, but also Chris Pine, Robin Wright and Danny Huston', 'target': 'Main character Gal gadot hai, lekin Chris pine, Robin wright aur Danny huston bhi hain'}"
2167,"{'prefix': 'translate English to Hinglish: ', 'input': ""No, I think this movie is a stand-alone play that you won't need to konoledge other movies to understand."", 'target': 'Nahin, mujhe lagata hai ki yah movie ek stand alone piece hai jise samajhane ke lie aapako movies  ke knowledge kee aavashyakata nahin hogee'}"
2168,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's a war action movie."", 'target': 'Yah ek war moovie ekshan movie hai'}"
2169,"{'prefix': 'translate English to Hinglish: ', 'input': 'You think this is a family movie for kids?', 'target': 'Kya aapako lagata hai ki yah bachchon kelie ek paarivaarik movie hai'}"
2170,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you familiar with any of the actors in the movie?', 'target': 'Kya aap movie ke kisee bhee kalaakaar se parichit hain?'}"
2171,"{'prefix': 'translate English to Hinglish: ', 'input': 'some of them', 'target': 'Thoda malum'}"
2172,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think its acceptable for a family to watch with children', 'target': 'muje lgta hai ki ek faimly mai bacho ke saath dekh sakte hai'}"
2173,"{'prefix': 'translate English to Hinglish: ', 'input': 'even though its about war', 'target': 'ho skta hai wo war ke bare mai'}"
2174,"{'prefix': 'translate English to Hinglish: ', 'input': 'what kind of color pallet   does it tend to use', 'target': 'konse color ki pallet use hui hai'}"
2175,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yes they don't depict much of the war in the movie its more of theme then actually seeing the war"", 'target': 'ha vo film ke war ke bare me jada nhi dikhate ha bas war he dikhate hai'}"
2176,"{'prefix': 'translate English to Hinglish: ', 'input': 'so is it dark and cold or bright and action', 'target': 'to wo dark or cold or bright action hai'}"
2177,"{'prefix': 'translate English to Hinglish: ', 'input': 'The movie tries to stop the war not be in it', 'target': 'movies mai war rokne ke bare mai'}"
2178,"{'prefix': 'translate English to Hinglish: ', 'input': 'Are you familiar with the actors in the movie?', 'target': 'Kya aap movie ke kisee bhee kalaakaar se parichit hain?'}"
2179,"{'prefix': 'translate English to Hinglish: ', 'input': 'Some people.', 'target': 'Thoda malum'}"
2180,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think families with children can see it.', 'target': 'muje lgta hai ki ek faimly mai bacho ke saath dekh sakte hai'}"
2181,"{'prefix': 'translate English to Hinglish: ', 'input': ""Even if it's war."", 'target': 'ho skta hai wo war ke bare mai'}"
2182,"{'prefix': 'translate English to Hinglish: ', 'input': 'What color palette does it usually use?', 'target': 'konse color ki pallet use hui hai'}"
2183,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yeah, they don't represent too much war in movies, more topics actually seeing war."", 'target': 'ha vo film ke war ke bare me jada nhi dikhate ha bas war he dikhate hai'}"
2184,"{'prefix': 'translate English to Hinglish: ', 'input': ""So it's dark, cold, bright, moving."", 'target': 'to wo dark or cold or bright action hai'}"
2185,"{'prefix': 'translate English to Hinglish: ', 'input': 'The movie tried not to stop the war.', 'target': 'movies mai war rokne ke bare mai'}"
2186,"{'prefix': 'translate English to Hinglish: ', 'input': 'Do you know one of the actors in the film?', 'target': 'Kya aap movie ke kisee bhee kalaakaar se parichit hain?'}"
2187,"{'prefix': 'translate English to Hinglish: ', 'input': '♪ Some of them ♪', 'target': 'Thoda malum'}"
2188,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's acceptable for a family to watch with children."", 'target': 'muje lgta hai ki ek faimly mai bacho ke saath dekh sakte hai'}"
2189,"{'prefix': 'translate English to Hinglish: ', 'input': 'Despite the fact that it is war', 'target': 'ho skta hai wo war ke bare mai'}"
2190,"{'prefix': 'translate English to Hinglish: ', 'input': 'What kind of color palette do you tend to use?', 'target': 'konse color ki pallet use hui hai'}"
2191,"{'prefix': 'translate English to Hinglish: ', 'input': ""Yes, they don't represent much of the war in the movie their theme more then really watch the war."", 'target': 'ha vo film ke war ke bare me jada nhi dikhate ha bas war he dikhate hai'}"
2192,"{'prefix': 'translate English to Hinglish: ', 'input': 'It is therefore black and cold or bright and action', 'target': 'to wo dark or cold or bright action hai'}"
2193,"{'prefix': 'translate English to Hinglish: ', 'input': 'The film tries to stop the war without being there.', 'target': 'movies mai war rokne ke bare mai'}"
2194,"{'prefix': 'translate English to Hinglish: ', 'input': 'how can one person stop a war', 'target': 'kaise ek admi war rok skta hai'}"
2195,"{'prefix': 'translate English to Hinglish: ', 'input': 'I believe the movie is a little bit of both. Bright for some scenes but dark for when things get gritty', 'target': 'muje lgta hai yeh movie dono bright scene or dark scene par based hai'}"
2196,"{'prefix': 'translate English to Hinglish: ', 'input': 'Well shes wonderwoman she has super powers', 'target': 'wo ek wonderwoman hai uske pass super powers hai'}"
2197,"{'prefix': 'translate English to Hinglish: ', 'input': 'so is it like a marvle movie', 'target': 'to wo marvle movie hai'}"
2198,"{'prefix': 'translate English to Hinglish: ', 'input': 'Yes except its in The DC universe instead of Marvle ', 'target': 'haa marvle ke alava dc univerce hai'}"
2199,"{'prefix': 'translate English to Hinglish: ', 'input': 'is it still out in theaters?', 'target': 'ye abhi tak cinemaghar se bahar hai?'}"
2200,"{'prefix': 'translate English to Hinglish: ', 'input': 'I dont think so im pretty sure its out on Blu ray now', 'target': 'Mei ye nahi socha par mejhe vishvash hai ki ye blu ray mei bahar aayegi'}"
2201,"{'prefix': 'translate English to Hinglish: ', 'input': 'Hello there!', 'target': 'namaste!'}"
2202,"{'prefix': 'translate English to Hinglish: ', 'input': 'How can a man end a war?', 'target': 'kaise ek admi war rok skta hai'}"
2203,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think this movie is both.', 'target': 'muje lgta hai yeh movie dono bright scene or dark scene par based hai'}"
2204,"{'prefix': 'translate English to Hinglish: ', 'input': ""She's a miracle goddess. She's got powers."", 'target': 'wo ek wonderwoman hai uske pass super powers hai'}"
2205,"{'prefix': 'translate English to Hinglish: ', 'input': ""So it's like a Mavler movie."", 'target': 'to wo marvle movie hai'}"
2206,"{'prefix': 'translate English to Hinglish: ', 'input': '- Yeah, except for the DC universe, not Marble.', 'target': 'haa marvle ke alava dc univerce hai'}"
2207,"{'prefix': 'translate English to Hinglish: ', 'input': 'Still in the theater?', 'target': 'ye abhi tak cinemaghar se bahar hai?'}"
2208,"{'prefix': 'translate English to Hinglish: ', 'input': ""I'm not so sure it's on the blue light right now."", 'target': 'Mei ye nahi socha par mejhe vishvash hai ki ye blu ray mei bahar aayegi'}"
2209,"{'prefix': 'translate English to Hinglish: ', 'input': 'How can a person stop a war?', 'target': 'kaise ek admi war rok skta hai'}"
2210,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think the film is a little bit of both. Great for some scenes but dark for when things get sandy.', 'target': 'muje lgta hai yeh movie dono bright scene or dark scene par based hai'}"
2211,"{'prefix': 'translate English to Hinglish: ', 'input': ""She's a wonderful woman with superpowers."", 'target': 'wo ek wonderwoman hai uske pass super powers hai'}"
2212,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's like a Marvle movie."", 'target': 'to wo marvle movie hai'}"
2213,"{'prefix': 'translate English to Hinglish: ', 'input': 'Except his in the DC universe instead of Marvle.', 'target': 'haa marvle ke alava dc univerce hai'}"
2214,"{'prefix': 'translate English to Hinglish: ', 'input': 'Is he still in the theaters?', 'target': 'ye abhi tak cinemaghar se bahar hai?'}"
2215,"{'prefix': 'translate English to Hinglish: ', 'input': ""I don't think he's sure enough about his Blu ray release now."", 'target': 'Mei ye nahi socha par mejhe vishvash hai ki ye blu ray mei bahar aayegi'}"
2216,"{'prefix': 'translate English to Hinglish: ', 'input': 'hey', 'target': 'he'}"
2217,"{'prefix': 'translate English to Hinglish: ', 'input': 'So tell me a little bit about this movie :)', 'target': 'So is movie ke bare mein thoda batao :)'}"
2218,"{'prefix': 'translate English to Hinglish: ', 'input': 'have you seen the movie frozen?', 'target': 'kya tumne movie frozen dekha hai?'}"
2219,"{'prefix': 'translate English to Hinglish: ', 'input': ""I actually have not...but I've heard let it go too many times for comfort."", 'target': 'actually maine nahi dekha...lekin maine suna hai wo bahut baar gaya hai comfort ke liye'}"
2220,"{'prefix': 'translate English to Hinglish: ', 'input': 'How do you feel about the movie? Care to share a little bit?', 'target': 'tumhe movie ke bare me kaisa laga?bata sakte ho thoda?'}"
2221,"{'prefix': 'translate English to Hinglish: ', 'input': 'They say its the best animated movie Disney has put out since Beauty and the beast', 'target': 'bata rahe hain ki vah Disney ki best anaimated movie banaya hai Beauty and the beast ke baad'}"
2222,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think it was a great movie. The songs are adorable. good for kids. even the critics liked it', 'target': 'Lagta hai great movie hai.Songs adorable hain.kids ke liye accha hai. even critcs ko bhi accha laga'}"
2223,"{'prefix': 'translate English to Hinglish: ', 'input': ""Hmm I think I'll have to check it out. So I can at least say that I've seen it then ! :)"", 'target': 'Hmm mujhe lagta hai ki mujhe check karna hoga.So main kah sakta hoon ki maine dekha hai ! :)'}"
2224,"{'prefix': 'translate English to Hinglish: ', 'input': '- NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO, NO.', 'target': 'he'}"
2225,"{'prefix': 'translate English to Hinglish: ', 'input': 'Tell me about this movie:', 'target': 'So is movie ke bare mein thoda batao :)'}"
2226,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you see the frozen movie?', 'target': 'kya tumne movie frozen dekha hai?'}"
2227,"{'prefix': 'translate English to Hinglish: ', 'input': ""Actually, I didn't... but I heard it made it too comfortable."", 'target': 'actually maine nahi dekha...lekin maine suna hai wo bahut baar gaya hai comfort ke liye'}"
2228,"{'prefix': 'translate English to Hinglish: ', 'input': ""They say it's Disney's greatest animated film ever made by beauty and beast."", 'target': 'bata rahe hain ki vah Disney ki best anaimated movie banaya hai Beauty and the beast ke baad'}"
2229,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think it's a great movie. It's cute. It's good for the kids."", 'target': 'Lagta hai great movie hai.Songs adorable hain.kids ke liye accha hai. even critcs ko bhi accha laga'}"
2230,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think I have to look at it. At least I can say I saw it!', 'target': 'Hmm mujhe lagta hai ki mujhe check karna hoga.So main kah sakta hoon ki maine dekha hai ! :)'}"
2231,"{'prefix': 'translate English to Hinglish: ', 'input': '♪ Hey ♪', 'target': 'he'}"
2232,"{'prefix': 'translate English to Hinglish: ', 'input': 'So tell me a little about this movie :)', 'target': 'So is movie ke bare mein thoda batao :)'}"
2233,"{'prefix': 'translate English to Hinglish: ', 'input': 'Did you see the film frozen?', 'target': 'kya tumne movie frozen dekha hai?'}"
2234,"{'prefix': 'translate English to Hinglish: ', 'input': ""I didn't really... but I've heard too many times to comfort myself."", 'target': 'actually maine nahi dekha...lekin maine suna hai wo bahut baar gaya hai comfort ke liye'}"
2235,"{'prefix': 'translate English to Hinglish: ', 'input': 'How do you feel about the movie? Do you mind sharing a little?', 'target': 'tumhe movie ke bare me kaisa laga?bata sakte ho thoda?'}"
2236,"{'prefix': 'translate English to Hinglish: ', 'input': ""They say it's the best animated movie Disney's ever seen since Beauty and the Beast."", 'target': 'bata rahe hain ki vah Disney ki best anaimated movie banaya hai Beauty and the beast ke baad'}"
2237,"{'prefix': 'translate English to Hinglish: ', 'input': 'I think it was a big movie. The songs are adorable. good for the kids. even the critics loved him.', 'target': 'Lagta hai great movie hai.Songs adorable hain.kids ke liye accha hai. even critcs ko bhi accha laga'}"
2238,"{'prefix': 'translate English to Hinglish: ', 'input': ""I think I'm going to have to check. So at least I can say I saw him then! :)"", 'target': 'Hmm mujhe lagta hai ki mujhe check karna hoga.So main kah sakta hoon ki maine dekha hai ! :)'}"
2239,"{'prefix': 'translate English to Hinglish: ', 'input': 'yes. its a story of two princesses. Elsa and Anna', 'target': 'yes. wah story do princess ke bare mein hai. Elsa aur Anna'}"
2240,"{'prefix': 'translate English to Hinglish: ', 'input': ""Who doesn't like princesses? Whats the story line like?"", 'target': 'kisko princess accha nahi lagta? Story line kaisa hai ?'}"
2241,"{'prefix': 'translate English to Hinglish: ', 'input': 'Princess Elsa has magic powers but is insecure about since she injured her sister when they wonder. It became to much and she ran away', 'target': 'Princess Elsa ke paas magic powers hai lekin insecure hai kyonki usne uske sister ko inure kiya.woh bahut hua aur woh bhaag gayi'}"
2242,"{'prefix': 'translate English to Hinglish: ', 'input': ""Well that's depressing"", 'target': 'khair yah niraashaajanak hai'}"
2243,"{'prefix': 'translate English to Hinglish: ', 'input': 'Their parent died and Ana has to find her sister so they can run the country together. ', 'target': 'unake maata-pita kee mrtyu ho gaee aur ena ko apanee bahan ko dhoondhana hai taaki ve desh ko ek saath chala saken.'}"
2244,"{'prefix': 'translate English to Hinglish: ', 'input': ""So what's the storyline?"", 'target': 'kahaanee kya hai?'}"
2245,"{'prefix': 'translate English to Hinglish: ', 'input': 'Well Elsa runs away after their parents died. Ana goes on this journey to find her sister and help her sister control her magic so they can return home. Its a cute movie for the kids', 'target': 'khair elsa apane maata-pita kee mrtyu ke baad bhaag jaata hai. ena apanee bahan ko khojane ke lie is yaatra par jaatee hai aur apanee bahan ko apane jaadoo ko niyantrit karane mein madad karatee hai taaki ve ghar laut saken. bachchon ke lie yah ek pyaara philm hai'}"
2246,"{'prefix': 'translate English to Hinglish: ', 'input': ""Sounds interesting. Maybe I'll kidnap one of my nieces or nephews and.watch it with them. Thanks! "", 'target': 'dilachasp lagata hai. ho sakata hai ki main apanee ek bhateejee ya bhateeje ka apaharan kar loon aur unake saath rahoon. dhanyavaad!'}"
2247,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's about the two princesses, Elsa and Anna."", 'target': 'yes. wah story do princess ke bare mein hai. Elsa aur Anna'}"
2248,"{'prefix': 'translate English to Hinglish: ', 'input': ""- Who doesn't like princesses?"", 'target': 'kisko princess accha nahi lagta? Story line kaisa hai ?'}"
2249,"{'prefix': 'translate English to Hinglish: ', 'input': 'Princess Elsa had magic, but it was not certain that if they suspected, she would harm her sister.', 'target': 'Princess Elsa ke paas magic powers hai lekin insecure hai kyonki usne uske sister ko inure kiya.woh bahut hua aur woh bhaag gayi'}"
2250,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's frustrating."", 'target': 'khair yah niraashaajanak hai'}"
2251,"{'prefix': 'translate English to Hinglish: ', 'input': 'Her parents died, and Ana had to find her sister so they could rule the country together.', 'target': 'unake maata-pita kee mrtyu ho gaee aur ena ko apanee bahan ko dhoondhana hai taaki ve desh ko ek saath chala saken.'}"
2252,"{'prefix': 'translate English to Hinglish: ', 'input': ""So, what's the storyline?"", 'target': 'kahaanee kya hai?'}"
2253,"{'prefix': 'translate English to Hinglish: ', 'input': 'Elsa ran away after her parents died, and Ana found her sister on her journey to help her sister control her magic so she could go home.', 'target': 'khair elsa apane maata-pita kee mrtyu ke baad bhaag jaata hai. ena apanee bahan ko khojane ke lie is yaatra par jaatee hai aur apanee bahan ko apane jaadoo ko niyantrit karane mein madad karatee hai taaki ve ghar laut saken. bachchon ke lie yah ek pyaara philm hai'}"
2254,"{'prefix': 'translate English to Hinglish: ', 'input': ""Maybe I'll kidnap my niece or nephew and watch them with them."", 'target': 'dilachasp lagata hai. ho sakata hai ki main apanee ek bhateejee ya bhateeje ka apaharan kar loon aur unake saath rahoon. dhanyavaad!'}"
2255,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's a story about two princesses, Elsa and Anna."", 'target': 'yes. wah story do princess ke bare mein hai. Elsa aur Anna'}"
2256,"{'prefix': 'translate English to Hinglish: ', 'input': ""Who doesn't like princesses?"", 'target': 'kisko princess accha nahi lagta? Story line kaisa hai ?'}"
2257,"{'prefix': 'translate English to Hinglish: ', 'input': 'Princess Elsa has magical powers but is not sure when she hurt her sister when she was asked. She became a lot and escaped', 'target': 'Princess Elsa ke paas magic powers hai lekin insecure hai kyonki usne uske sister ko inure kiya.woh bahut hua aur woh bhaag gayi'}"
2258,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's depressing."", 'target': 'khair yah niraashaajanak hai'}"
2259,"{'prefix': 'translate English to Hinglish: ', 'input': 'Her father died and Ana has to find her sister so they can run the country together.', 'target': 'unake maata-pita kee mrtyu ho gaee aur ena ko apanee bahan ko dhoondhana hai taaki ve desh ko ek saath chala saken.'}"
2260,"{'prefix': 'translate English to Hinglish: ', 'input': ""So, what's the story?"", 'target': 'kahaanee kya hai?'}"
2261,"{'prefix': 'translate English to Hinglish: ', 'input': ""Well Elsa runs away after her parents' death. Ana goes on this trip to find her sister and help her sister control her magic so they can go home. It's a nice movie for the kids."", 'target': 'khair elsa apane maata-pita kee mrtyu ke baad bhaag jaata hai. ena apanee bahan ko khojane ke lie is yaatra par jaatee hai aur apanee bahan ko apane jaadoo ko niyantrit karane mein madad karatee hai taaki ve ghar laut saken. bachchon ke lie yah ek pyaara philm hai'}"
2262,"{'prefix': 'translate English to Hinglish: ', 'input': ""Maybe I'll take off one of my nieces or nephews and see with them."", 'target': 'dilachasp lagata hai. ho sakata hai ki main apanee ek bhateejee ya bhateeje ka apaharan kar loon aur unake saath rahoon. dhanyavaad!'}"
2263,"{'prefix': 'translate English to Hinglish: ', 'input': 'They will love it. Theres even a love story within the plot as well. Everyone loves a prince and princess love story', 'target': 've ise pasand karenge. saajish ke bheetar bhee ek prem kahaanee hai. har koee ek raajakumaar aur raajakumaaree kee prem kahaanee pasand karata hai'}"
2264,"{'prefix': 'translate English to Hinglish: ', 'input': ""Haha I guess that's true. I do prefer realism but I do appreciate that Disney throws in adult concepts in children's stories that go right over children's heads"", 'target': 'haaha mujhe lagata hai ki yah sach hai. main yathaarthavaad ko pasand karata hoon lekin main saraahana karata hoon ki dijnee bachchon kee kahaaniyon mein vayask avadhaaranaon mein phenkata hai jo bachchon ke sir par sahee jaate hain'}"
2265,"{'prefix': 'translate English to Hinglish: ', 'input': 'haha yeah they always do that dont they', 'target': 'aha haan, ve hamesha aisa karate hain na'}"
2266,"{'prefix': 'translate English to Hinglish: ', 'input': ""Rented it online. It's a party!"", 'target': 'ise onalain kiya gaya. yah ek paartee hai!'}"
2267,"{'prefix': 'translate English to Hinglish: ', 'input': 'lol almost makes me want to watch it again', 'target': 'yogy lagabhag mujhe phir se dekhana chaahata hai'}"
2268,"{'prefix': 'translate English to Hinglish: ', 'input': 'So, now I guess we just hang out until they let us proceed! Let it good!', 'target': 'To, I guess ham bas hang out karte hai jab tak wo proceed nahi karne dete ! jane do accha'}"
2269,"{'prefix': 'translate English to Hinglish: ', 'input': 'Let it go* ... Lame.', 'target': 'Jaane do* , lame'}"
2270,"{'prefix': 'translate English to Hinglish: ', 'input': 'haha. As much as ive heard the movie songs I still enjoy it from time to time', 'target': 'haha, jitna bhi movie song sunta hu kabhi kabhi accha hi lagta hai'}"
2271,"{'prefix': 'translate English to Hinglish: ', 'input': 'Everyone loves the love stories of princes and princesses.', 'target': 've ise pasand karenge. saajish ke bheetar bhee ek prem kahaanee hai. har koee ek raajakumaar aur raajakumaaree kee prem kahaanee pasand karata hai'}"
2272,"{'prefix': 'translate English to Hinglish: ', 'input': ""I prefer reality, but I'm grateful to Disney for passing children's stories directly into the concept of adults in children's minds."", 'target': 'haaha mujhe lagata hai ki yah sach hai. main yathaarthavaad ko pasand karata hoon lekin main saraahana karata hoon ki dijnee bachchon kee kahaaniyon mein vayask avadhaaranaon mein phenkata hai jo bachchon ke sir par sahee jaate hain'}"
2273,"{'prefix': 'translate English to Hinglish: ', 'input': 'Oh, ha ha, yeah, they always do, no.', 'target': 'aha haan, ve hamesha aisa karate hain na'}"
2274,"{'prefix': 'translate English to Hinglish: ', 'input': ""It's a party!"", 'target': 'ise onalain kiya gaya. yah ek paartee hai!'}"
2275,"{'prefix': 'translate English to Hinglish: ', 'input': 'Almost let me see it again.', 'target': 'yogy lagabhag mujhe phir se dekhana chaahata hai'}"
